Chrom	ChromStart	ChromEnd	Region	Num_Assay	Assays
chr8	140510634	140512516	chr8:140510634-140512516	3	ASTARR,LMPRA,WSTARR
chr8	140596794	140598691	chr8:140596794-140598691	2	LMPRA,WSTARR
chr8	140603670	140604118	chr8:140603670-140604118	2	ASTARR,WSTARR
chr8	140608143	140609589	chr8:140608143-140609589	2	ASTARR,WSTARR
chr8	140618686	140619969	chr8:140618686-140619969	2	ASTARR,CRISPRi-Growth
chr8	140635605	140636496	chr8:140635605-140636496	2	ASTARR,WSTARR
chr8	140678135	140679274	chr8:140678135-140679274	2	ASTARR,LMPRA
chr8	141000255	141002164	chr8:141000255-141002164	2	ASTARR,WSTARR
chr8	141021700	141022811	chr8:141021700-141022811	3	ASTARR,LMPRA,WSTARR
chr8	141026617	141027252	chr8:141026617-141027252	2	ASTARR,WSTARR
chr8	141074816	141076066	chr8:141074816-141076066	2	ASTARR,LMPRA
chr8	141076684	141077167	chr8:141076684-141077167	2	ASTARR,WSTARR
chr8	141117653	141118201	chr8:141117653-141118201	2	ASTARR,WSTARR
chr8	141127674	141129029	chr8:141127674-141129029	2	ASTARR,WSTARR
chr8	141179171	141179432	chr8:141179171-141179432	2	ASTARR,WSTARR
chr8	141223118	141223820	chr8:141223118-141223820	2	ASTARR,WSTARR
chr8	141226953	141227276	chr8:141226953-141227276	2	ASTARR,WSTARR
chr8	141242366	141243267	chr8:141242366-141243267	2	ASTARR,WSTARR
chr8	141265173	141265761	chr8:141265173-141265761	2	LMPRA,WSTARR
chr8	141289313	141290789	chr8:141289313-141290789	2	ASTARR,WSTARR
chr8	141307954	141309060	chr8:141307954-141309060	3	ASTARR,LMPRA,WSTARR
chr8	141318122	141318473	chr8:141318122-141318473	2	ASTARR,WSTARR
chr8	141324012	141324979	chr8:141324012-141324979	2	ASTARR,WSTARR
chr8	141329329	141329959	chr8:141329329-141329959	2	ASTARR,WSTARR
chr8	141338560	141339002	chr8:141338560-141339002	2	ASTARR,LMPRA
chr8	141339930	141341061	chr8:141339930-141341061	2	LMPRA,WSTARR
chr8	141345949	141347344	chr8:141345949-141347344	2	ASTARR,WSTARR
chr8	141351167	141352398	chr8:141351167-141352398	3	ASTARR,LMPRA,WSTARR
chr8	141366946	141367399	chr8:141366946-141367399	2	ASTARR,WSTARR
chr8	141380424	141381262	chr8:141380424-141381262	2	ASTARR,LMPRA
chr8	141386525	141387184	chr8:141386525-141387184	2	ASTARR,WSTARR
chr8	141401433	141403303	chr8:141401433-141403303	2	ASTARR,WSTARR
chr8	141414744	141416403	chr8:141414744-141416403	3	ASTARR,LMPRA,WSTARR
chr8	141417419	141418247	chr8:141417419-141418247	2	ASTARR,LMPRA
chr8	141431017	141432024	chr8:141431017-141432024	2	ASTARR,WSTARR
chr8	141472290	141473573	chr8:141472290-141473573	2	ASTARR,WSTARR
chr8	141479911	141480499	chr8:141479911-141480499	2	ASTARR,WSTARR
chr8	141507262	141508409	chr8:141507262-141508409	2	ASTARR,WSTARR
chr8	141516526	141517079	chr8:141516526-141517079	2	ASTARR,CRISPRi-Growth
chr8	141530507	141531121	chr8:141530507-141531121	3	ASTARR,LMPRA,WSTARR
chr8	141566902	141567723	chr8:141566902-141567723	2	ASTARR,WSTARR
chr8	141573201	141573661	chr8:141573201-141573661	2	ASTARR,LMPRA
chr8	141580399	141581069	chr8:141580399-141581069	2	ASTARR,WSTARR
chr8	141624936	141625380	chr8:141624936-141625380	2	ASTARR,WSTARR
chr8	141715895	141716577	chr8:141715895-141716577	2	ASTARR,WSTARR
chr8	141734781	141735172	chr8:141734781-141735172	2	ASTARR,WSTARR
chr8	141944818	141945377	chr8:141944818-141945377	3	ASTARR,LMPRA,WSTARR
chr8	141973019	141973758	chr8:141973019-141973758	2	ASTARR,WSTARR
chr8	142001874	142003172	chr8:142001874-142003172	2	ASTARR,LMPRA
chr8	142128282	142129295	chr8:142128282-142129295	2	ASTARR,WSTARR
chr8	142172891	142173426	chr8:142172891-142173426	2	ASTARR,WSTARR
chr8	142179060	142179885	chr8:142179060-142179885	2	ASTARR,WSTARR
chr8	142197852	142198732	chr8:142197852-142198732	2	ASTARR,LMPRA
chr8	142303829	142304681	chr8:142303829-142304681	3	ASTARR,LMPRA,WSTARR
chr8	142401982	142404176	chr8:142401982-142404176	2	ASTARR,WSTARR
chr8	142447429	142447949	chr8:142447429-142447949	2	ASTARR,WSTARR
chr8	142460342	142460795	chr8:142460342-142460795	2	ASTARR,WSTARR
chr8	142473633	142474449	chr8:142473633-142474449	3	ASTARR,WSTARR,CRISPRi-Growth
chr8	142487939	142489019	chr8:142487939-142489019	2	ASTARR,WSTARR
chr8	142515199	142515786	chr8:142515199-142515786	2	ASTARR,WSTARR
chr8	142526687	142527301	chr8:142526687-142527301	2	ASTARR,WSTARR
chr8	142536500	142537074	chr8:142536500-142537074	2	ASTARR,WSTARR
chr8	142550704	142551754	chr8:142550704-142551754	2	ASTARR,WSTARR
chr8	142614164	142615163	chr8:142614164-142615163	3	ASTARR,LMPRA,WSTARR
chr8	142632766	142633714	chr8:142632766-142633714	3	ASTARR,LMPRA,WSTARR
chr8	142637074	142639193	chr8:142637074-142639193	3	ASTARR,LMPRA,WSTARR
chr8	142653438	142655316	chr8:142653438-142655316	2	ASTARR,WSTARR
chr8	142669083	142670347	chr8:142669083-142670347	3	ASTARR,LMPRA,WSTARR
chr8	142700190	142700988	chr8:142700190-142700988	2	ASTARR,WSTARR
chr8	142717978	142718390	chr8:142717978-142718390	3	ASTARR,LMPRA,WSTARR
chr8	142726369	142727985	chr8:142726369-142727985	3	ASTARR,LMPRA,WSTARR
chr8	142782284	142783248	chr8:142782284-142783248	2	ASTARR,WSTARR
chr8	142798093	142799214	chr8:142798093-142799214	2	ASTARR,WSTARR
chr8	142816214	142816784	chr8:142816214-142816784	2	ASTARR,WSTARR
chr8	142874281	142875314	chr8:142874281-142875314	3	ASTARR,LMPRA,WSTARR
chr8	142934144	142935100	chr8:142934144-142935100	2	ASTARR,LMPRA
chr8	142939869	142940279	chr8:142939869-142940279	3	ASTARR,LMPRA,WSTARR
chr8	142943549	142944138	chr8:142943549-142944138	2	ASTARR,WSTARR
chr8	142959534	142960559	chr8:142959534-142960559	2	ASTARR,WSTARR
chr8	142961449	142961997	chr8:142961449-142961997	2	ASTARR,E2G-Benchmark
chr8	142968834	142969545	chr8:142968834-142969545	2	ASTARR,CRISPRi-Growth
chr8	143018198	143019556	chr8:143018198-143019556	2	ASTARR,WSTARR
chr8	143025432	143026984	chr8:143025432-143026984	3	ASTARR,LMPRA,WSTARR
chr8	143094172	143095601	chr8:143094172-143095601	2	ASTARR,WSTARR
chr8	143108573	143109109	chr8:143108573-143109109	3	ASTARR,LMPRA,WSTARR
chr8	143218555	143220760	chr8:143218555-143220760	3	ASTARR,LMPRA,WSTARR
chr8	143227431	143227778	chr8:143227431-143227778	2	ASTARR,WSTARR
chr8	143231213	143231932	chr8:143231213-143231932	2	ASTARR,LMPRA
chr8	143235403	143236237	chr8:143235403-143236237	2	ASTARR,WSTARR
chr8	143246358	143247963	chr8:143246358-143247963	3	ASTARR,LMPRA,WSTARR
chr8	143278111	143279362	chr8:143278111-143279362	3	ASTARR,LMPRA,WSTARR
chr8	143281449	143282006	chr8:143281449-143282006	3	ASTARR,LMPRA,WSTARR
chr8	143289190	143289854	chr8:143289190-143289854	2	ASTARR,WSTARR
chr8	143290497	143291776	chr8:143290497-143291776	3	ASTARR,LMPRA,WSTARR
chr8	143293593	143294315	chr8:143293593-143294315	2	ASTARR,WSTARR
chr8	143368262	143369806	chr8:143368262-143369806	2	ASTARR,WSTARR
chr8	143383369	143384165	chr8:143383369-143384165	2	ASTARR,WSTARR
chr8	143385006	143385700	chr8:143385006-143385700	2	ASTARR,LMPRA
chr8	143397991	143399393	chr8:143397991-143399393	3	ASTARR,LMPRA,WSTARR
chr8	143430293	143431391	chr8:143430293-143431391	3	ASTARR,WSTARR,CRISPRi-Growth
chr8	143446586	143447245	chr8:143446586-143447245	2	ASTARR,CRISPRi-Growth
chr8	143454201	143455209	chr8:143454201-143455209	3	ASTARR,LMPRA,WSTARR
chr8	143465776	143466620	chr8:143465776-143466620	2	ASTARR,WSTARR
chr8	143499635	143499912	chr8:143499635-143499912	2	ASTARR,WSTARR
chr8	143527966	143528197	chr8:143527966-143528197	2	ASTARR,WSTARR
chr8	143540830	143542105	chr8:143540830-143542105	3	ASTARR,LMPRA,WSTARR
chr8	143546960	143548223	chr8:143546960-143548223	3	ASTARR,LMPRA,WSTARR
chr8	143553020	143554225	chr8:143553020-143554225	2	ASTARR,WSTARR
chr8	143558372	143559279	chr8:143558372-143559279	2	ASTARR,LMPRA
chr8	143568586	143569888	chr8:143568586-143569888	2	ASTARR,CRISPRi-Growth
chr8	143572514	143573508	chr8:143572514-143573508	2	ASTARR,WSTARR
chr8	143577673	143579242	chr8:143577673-143579242	3	ASTARR,LMPRA,WSTARR
chr8	143596943	143599436	chr8:143596943-143599436	2	ASTARR,WSTARR
chr8	143608952	143610946	chr8:143608952-143610946	3	ASTARR,LMPRA,WSTARR
chr8	143616803	143618238	chr8:143616803-143618238	2	ASTARR,WSTARR
chr8	143635476	143637301	chr8:143635476-143637301	3	ASTARR,LMPRA,WSTARR
chr8	143684025	143684985	chr8:143684025-143684985	3	ASTARR,LMPRA,WSTARR
chr8	143715950	143716922	chr8:143715950-143716922	3	ASTARR,LMPRA,WSTARR
chr8	143732753	143734334	chr8:143732753-143734334	2	ASTARR,WSTARR
chr8	143740868	143741894	chr8:143740868-143741894	2	ASTARR,WSTARR
chr8	143770728	143772498	chr8:143770728-143772498	2	ASTARR,WSTARR
chr8	143788346	143790721	chr8:143788346-143790721	2	ASTARR,WSTARR
chr8	143794555	143795582	chr8:143794555-143795582	2	ASTARR,WSTARR
chr8	143799879	143800785	chr8:143799879-143800785	3	ASTARR,LMPRA,WSTARR
chr8	143814488	143816580	chr8:143814488-143816580	3	ASTARR,LMPRA,WSTARR
chr8	143828676	143830001	chr8:143828676-143830001	2	LMPRA,WSTARR
chr8	143840340	143841658	chr8:143840340-143841658	2	ASTARR,WSTARR
chr8	143874392	143874639	chr8:143874392-143874639	2	ASTARR,WSTARR
chr8	143876255	143879154	chr8:143876255-143879154	2	ASTARR,WSTARR
chr8	143884438	143885546	chr8:143884438-143885546	2	ASTARR,WSTARR
chr8	143891067	143891735	chr8:143891067-143891735	2	ASTARR,WSTARR
chr8	143899308	143900068	chr8:143899308-143900068	2	ASTARR,LMPRA
chr8	143913555	143915526	chr8:143913555-143915526	2	ASTARR,WSTARR
chr8	143933676	143934545	chr8:143933676-143934545	2	LMPRA,WSTARR
chr8	143939214	143940540	chr8:143939214-143940540	2	ASTARR,WSTARR
chr8	143941808	143944290	chr8:143941808-143944290	2	ASTARR,WSTARR
chr8	143949356	143950206	chr8:143949356-143950206	2	ASTARR,WSTARR
chr8	143951577	143954084	chr8:143951577-143954084	2	ASTARR,WSTARR
chr8	143976150	143977518	chr8:143976150-143977518	2	ASTARR,WSTARR
chr8	143989764	143991229	chr8:143989764-143991229	2	ASTARR,WSTARR
chr8	144044807	144047008	chr8:144044807-144047008	2	ASTARR,WSTARR
chr8	144052491	144053426	chr8:144052491-144053426	2	ASTARR,WSTARR
chr8	144059276	144061232	chr8:144059276-144061232	3	ASTARR,LMPRA,WSTARR
chr8	144074008	144074674	chr8:144074008-144074674	4	ASTARR,LMPRA,WSTARR,E2G-Benchmark
chr8	144078146	144079213	chr8:144078146-144079213	4	ASTARR,LMPRA,WSTARR,CRISPRi-Growth
chr8	144082119	144083227	chr8:144082119-144083227	3	ASTARR,LMPRA,WSTARR
chr8	144094509	144096430	chr8:144094509-144096430	3	ASTARR,LMPRA,WSTARR
chr8	144103470	144105147	chr8:144103470-144105147	3	ASTARR,LMPRA,WSTARR
chr8	144137029	144138554	chr8:144137029-144138554	3	ASTARR,LMPRA,WSTARR
chr8	144146907	144148552	chr8:144146907-144148552	2	ASTARR,WSTARR
chr8	144180763	144181700	chr8:144180763-144181700	2	ASTARR,LMPRA
chr8	144203263	144203798	chr8:144203263-144203798	2	ASTARR,LMPRA
chr8	144272745	144274256	chr8:144272745-144274256	3	ASTARR,LMPRA,WSTARR
chr8	144290600	144292829	chr8:144290600-144292829	2	ASTARR,WSTARR
chr8	144313836	144316570	chr8:144313836-144316570	3	ASTARR,LMPRA,WSTARR
chr8	144326313	144327545	chr8:144326313-144327545	2	ASTARR,WSTARR
chr8	144331713	144332866	chr8:144331713-144332866	3	ASTARR,LMPRA,WSTARR
chr8	144336768	144338631	chr8:144336768-144338631	2	ASTARR,WSTARR
chr8	144343177	144343663	chr8:144343177-144343663	2	ASTARR,LMPRA
chr8	144357607	144359208	chr8:144357607-144359208	2	ASTARR,WSTARR
chr8	144369644	144369952	chr8:144369644-144369952	2	ASTARR,LMPRA
chr8	144372630	144375293	chr8:144372630-144375293	4	ASTARR,LMPRA,WSTARR,CRISPRi-Growth
chr8	144396491	144397777	chr8:144396491-144397777	2	ASTARR,WSTARR
chr8	144401402	144402560	chr8:144401402-144402560	2	ASTARR,LMPRA
chr8	144408887	144409929	chr8:144408887-144409929	3	ASTARR,LMPRA,WSTARR
chr8	144412750	144414039	chr8:144412750-144414039	2	ASTARR,WSTARR
chr8	144417695	144417897	chr8:144417695-144417897	2	WSTARR,CRISPRi-Growth
chr8	144427846	144430015	chr8:144427846-144430015	4	ASTARR,LMPRA,WSTARR,CRISPRi-Growth
chr8	144443534	144445071	chr8:144443534-144445071	2	ASTARR,WSTARR
chr8	144448357	144449244	chr8:144448357-144449244	2	ASTARR,WSTARR
chr8	144462802	144463359	chr8:144462802-144463359	3	ASTARR,LMPRA,WSTARR
chr8	144465001	144467250	chr8:144465001-144467250	2	ASTARR,WSTARR
chr8	144476026	144479452	chr8:144476026-144479452	2	ASTARR,WSTARR
chr8	144500659	144502369	chr8:144500659-144502369	2	ASTARR,CRISPRi-Growth
chr8	144508112	144510455	chr8:144508112-144510455	3	ASTARR,LMPRA,WSTARR
chr8	144517018	144518407	chr8:144517018-144518407	2	ASTARR,WSTARR
chr8	144521960	144523444	chr8:144521960-144523444	3	ASTARR,LMPRA,WSTARR
chr8	144526555	144527426	chr8:144526555-144527426	2	ASTARR,WSTARR
chr8	144528266	144529520	chr8:144528266-144529520	3	ASTARR,LMPRA,WSTARR
chr8	144654682	144655616	chr8:144654682-144655616	2	ASTARR,WSTARR
chr8	144684260	144686305	chr8:144684260-144686305	2	ASTARR,WSTARR
chr8	144701047	144701853	chr8:144701047-144701853	2	ASTARR,WSTARR
chr8	144754812	144756152	chr8:144754812-144756152	3	ASTARR,LMPRA,WSTARR
chr8	144774777	144775723	chr8:144774777-144775723	2	ASTARR,LMPRA
chr8	144786762	144788451	chr8:144786762-144788451	3	ASTARR,LMPRA,WSTARR
chr8	144791975	144792985	chr8:144791975-144792985	3	ASTARR,LMPRA,WSTARR
chr8	144798241	144799531	chr8:144798241-144799531	2	ASTARR,WSTARR
chr8	144826532	144827960	chr8:144826532-144827960	3	ASTARR,LMPRA,WSTARR
chr8	144852315	144853597	chr8:144852315-144853597	3	ASTARR,LMPRA,WSTARR
chr8	144900374	144902592	chr8:144900374-144902592	3	ASTARR,LMPRA,WSTARR
chr8	144950071	144951175	chr8:144950071-144951175	3	ASTARR,LMPRA,WSTARR
chr8	145002557	145003547	chr8:145002557-145003547	2	ASTARR,LMPRA
chr8	145004734	145005146	chr8:145004734-145005146	3	ASTARR,LMPRA,WSTARR
chr8	145032150	145032954	chr8:145032150-145032954	2	ASTARR,WSTARR
chr8	145051130	145053168	chr8:145051130-145053168	3	ASTARR,LMPRA,WSTARR
chr8	145069192	145069935	chr8:145069192-145069935	3	ASTARR,LMPRA,WSTARR
chr9	94905	95618	chr9:94905-95618	2	ASTARR,LMPRA
chr9	113055	114765	chr9:113055-114765	2	ASTARR,WSTARR
chr9	237064	238385	chr9:237064-238385	2	ASTARR,LMPRA
chr9	272009	273076	chr9:272009-273076	2	ASTARR,WSTARR
chr9	371344	371591	chr9:371344-371591	2	LMPRA,WSTARR
chr9	469649	470966	chr9:469649-470966	2	ASTARR,WSTARR
chr9	764080	764391	chr9:764080-764391	2	ASTARR,LMPRA
chr9	1050112	1050595	chr9:1050112-1050595	2	ASTARR,LMPRA
chr9	1930298	1930607	chr9:1930298-1930607	2	ASTARR,LMPRA
chr9	2014648	2018036	chr9:2014648-2018036	2	ASTARR,LMPRA
chr9	2241515	2243245	chr9:2241515-2243245	2	ASTARR,LMPRA
chr9	2583377	2583981	chr9:2583377-2583981	2	ASTARR,WSTARR
chr9	2621195	2622000	chr9:2621195-2622000	2	ASTARR,WSTARR
chr9	2843439	2844570	chr9:2843439-2844570	3	ASTARR,LMPRA,WSTARR
chr9	3475167	3476051	chr9:3475167-3476051	2	ASTARR,LMPRA
chr9	3525492	3527295	chr9:3525492-3527295	2	ASTARR,WSTARR
chr9	4297163	4298488	chr9:4297163-4298488	2	ASTARR,WSTARR
chr9	4490040	4490895	chr9:4490040-4490895	2	ASTARR,LMPRA
chr9	4679004	4680292	chr9:4679004-4680292	2	LMPRA,WSTARR
chr9	4792192	4793742	chr9:4792192-4793742	2	ASTARR,LMPRA
chr9	4797971	4798808	chr9:4797971-4798808	3	ASTARR,LMPRA,WSTARR
chr9	4831071	4832178	chr9:4831071-4832178	2	ASTARR,LMPRA
chr9	4832908	4833532	chr9:4832908-4833532	2	ASTARR,WSTARR
chr9	4854692	4855531	chr9:4854692-4855531	3	ASTARR,LMPRA,WSTARR
chr9	4984377	4986037	chr9:4984377-4986037	3	ASTARR,LMPRA,WSTARR
chr9	5042664	5043158	chr9:5042664-5043158	2	ASTARR,WSTARR
chr9	5327072	5327667	chr9:5327072-5327667	3	ASTARR,LMPRA,WSTARR
chr9	5437447	5438275	chr9:5437447-5438275	2	LMPRA,WSTARR
chr9	5493360	5494480	chr9:5493360-5494480	2	ASTARR,WSTARR
chr9	5499837	5501210	chr9:5499837-5501210	3	ASTARR,LMPRA,CRISPRi-Growth
chr9	5628374	5629741	chr9:5628374-5629741	3	ASTARR,LMPRA,WSTARR
chr9	5839329	5839917	chr9:5839329-5839917	2	ASTARR,WSTARR
chr9	5842036	5842268	chr9:5842036-5842268	2	ASTARR,WSTARR
chr9	5879323	5880190	chr9:5879323-5880190	3	ASTARR,LMPRA,WSTARR
chr9	6006945	6008790	chr9:6006945-6008790	2	ASTARR,WSTARR
chr9	6015201	6016296	chr9:6015201-6016296	3	ASTARR,LMPRA,WSTARR
chr9	6063096	6063443	chr9:6063096-6063443	2	ASTARR,WSTARR
chr9	6182681	6183281	chr9:6182681-6183281	2	ASTARR,WSTARR
chr9	6412822	6414438	chr9:6412822-6414438	3	ASTARR,LMPRA,WSTARR
chr9	6680821	6682174	chr9:6680821-6682174	3	ASTARR,LMPRA,WSTARR
chr9	6756806	6759056	chr9:6756806-6759056	3	ASTARR,LMPRA,WSTARR
chr9	6931625	6932537	chr9:6931625-6932537	3	ASTARR,LMPRA,WSTARR
chr9	7798956	7800117	chr9:7798956-7800117	3	ASTARR,LMPRA,WSTARR
chr9	11064795	11065499	chr9:11064795-11065499	2	ASTARR,LMPRA
chr9	12784297	12785639	chr9:12784297-12785639	2	ASTARR,WSTARR
chr9	13037877	13038425	chr9:13037877-13038425	2	ASTARR,WSTARR
chr9	13513866	13514266	chr9:13513866-13514266	2	ASTARR,WSTARR
chr9	14313030	14316038	chr9:14313030-14316038	2	ASTARR,WSTARR
chr9	14322180	14323268	chr9:14322180-14323268	3	ASTARR,LMPRA,WSTARR
chr9	14514936	14516205	chr9:14514936-14516205	2	ASTARR,WSTARR
chr9	14522559	14523414	chr9:14522559-14523414	2	ASTARR,LMPRA
chr9	14692559	14693918	chr9:14692559-14693918	2	ASTARR,LMPRA
chr9	14961421	14961949	chr9:14961421-14961949	3	ASTARR,LMPRA,WSTARR
chr9	14992481	14993778	chr9:14992481-14993778	2	LMPRA,WSTARR
chr9	15136436	15137033	chr9:15136436-15137033	3	ASTARR,LMPRA,WSTARR
chr9	15142910	15143161	chr9:15142910-15143161	2	LMPRA,WSTARR
chr9	15306775	15307806	chr9:15306775-15307806	2	ASTARR,WSTARR
chr9	15386396	15386948	chr9:15386396-15386948	2	ASTARR,WSTARR
chr9	15403098	15403554	chr9:15403098-15403554	2	ASTARR,LMPRA
chr9	15422184	15423460	chr9:15422184-15423460	3	ASTARR,LMPRA,WSTARR
chr9	15510118	15511547	chr9:15510118-15511547	2	ASTARR,WSTARR
chr9	15552305	15553629	chr9:15552305-15553629	3	ASTARR,LMPRA,WSTARR
chr9	19048889	19050106	chr9:19048889-19050106	3	LMPRA,WSTARR,CRISPRi-Growth
chr9	19102271	19103311	chr9:19102271-19103311	3	LMPRA,WSTARR,CRISPRi-Growth
chr9	19126627	19127976	chr9:19126627-19127976	2	ASTARR,LMPRA
chr9	19153932	19154738	chr9:19153932-19154738	2	ASTARR,WSTARR
chr9	19161335	19162326	chr9:19161335-19162326	2	ASTARR,WSTARR
chr9	19229896	19231306	chr9:19229896-19231306	3	LMPRA,WSTARR,CRISPRi-Growth
chr9	19379753	19380855	chr9:19379753-19380855	3	LMPRA,WSTARR,CRISPRi-Growth
chr9	19408348	19409682	chr9:19408348-19409682	2	ASTARR,WSTARR
chr9	19457376	19457863	chr9:19457376-19457863	2	ASTARR,LMPRA
chr9	19748263	19749150	chr9:19748263-19749150	3	ASTARR,LMPRA,WSTARR
chr9	19901439	19902246	chr9:19901439-19902246	2	ASTARR,LMPRA
chr9	20658054	20659201	chr9:20658054-20659201	2	ASTARR,LMPRA
chr9	20683538	20684895	chr9:20683538-20684895	3	ASTARR,LMPRA,WSTARR
chr9	26892096	26893051	chr9:26892096-26893051	2	LMPRA,WSTARR
chr9	26946772	26947636	chr9:26946772-26947636	2	ASTARR,WSTARR
chr9	26955976	26956911	chr9:26955976-26956911	3	ASTARR,LMPRA,WSTARR
chr9	27239410	27240147	chr9:27239410-27240147	2	LMPRA,WSTARR
chr9	27302943	27303738	chr9:27302943-27303738	3	ASTARR,LMPRA,WSTARR
chr9	27457299	27457838	chr9:27457299-27457838	2	ASTARR,LMPRA
chr9	27462477	27463086	chr9:27462477-27463086	3	ASTARR,LMPRA,WSTARR
chr9	27528159	27530212	chr9:27528159-27530212	2	ASTARR,WSTARR
chr9	27572746	27574205	chr9:27572746-27574205	2	ASTARR,WSTARR
chr9	31807719	31808209	chr9:31807719-31808209	2	ASTARR,LMPRA
chr9	31847989	31849673	chr9:31847989-31849673	2	ASTARR,LMPRA
chr9	32384204	32385272	chr9:32384204-32385272	3	ASTARR,LMPRA,WSTARR
chr9	32550526	32551732	chr9:32550526-32551732	2	ASTARR,WSTARR
chr9	32572167	32573591	chr9:32572167-32573591	3	ASTARR,LMPRA,WSTARR
chr9	32710210	32711095	chr9:32710210-32711095	2	ASTARR,WSTARR
chr9	32884384	32884982	chr9:32884384-32884982	3	ASTARR,LMPRA,WSTARR
chr9	33000886	33002026	chr9:33000886-33002026	3	ASTARR,LMPRA,WSTARR
chr9	33024275	33026104	chr9:33024275-33026104	3	ASTARR,LMPRA,WSTARR
chr9	33076115	33077314	chr9:33076115-33077314	4	ASTARR,LMPRA,WSTARR,CRISPRi-Growth
chr9	33139573	33140209	chr9:33139573-33140209	2	ASTARR,WSTARR
chr9	33150959	33151715	chr9:33150959-33151715	2	ASTARR,LMPRA
chr9	33159097	33159875	chr9:33159097-33159875	2	ASTARR,LMPRA
chr9	33166352	33168309	chr9:33166352-33168309	2	ASTARR,WSTARR
chr9	33172456	33173166	chr9:33172456-33173166	2	ASTARR,CRISPRi-Growth
chr9	33184658	33185234	chr9:33184658-33185234	2	ASTARR,WSTARR
chr9	33185893	33187424	chr9:33185893-33187424	2	LMPRA,WSTARR
chr9	33263907	33265232	chr9:33263907-33265232	3	ASTARR,LMPRA,WSTARR
chr9	33289878	33291184	chr9:33289878-33291184	3	ASTARR,LMPRA,WSTARR
chr9	33339742	33340491	chr9:33339742-33340491	2	ASTARR,WSTARR
chr9	33341074	33341614	chr9:33341074-33341614	3	ASTARR,LMPRA,CRISPRi-Growth
chr9	33427032	33427885	chr9:33427032-33427885	3	ASTARR,LMPRA,WSTARR
chr9	33445639	33448119	chr9:33445639-33448119	3	ASTARR,LMPRA,WSTARR
chr9	33452701	33453625	chr9:33452701-33453625	3	ASTARR,LMPRA,WSTARR
chr9	33473356	33474244	chr9:33473356-33474244	2	WSTARR,CRISPRi-Growth
chr9	33510672	33511355	chr9:33510672-33511355	3	ASTARR,WSTARR,CRISPRi-Growth
chr9	33560014	33560922	chr9:33560014-33560922	3	ASTARR,LMPRA,CRISPRi-Growth
chr9	33604239	33605169	chr9:33604239-33605169	2	ASTARR,WSTARR
chr9	33619669	33620217	chr9:33619669-33620217	3	ASTARR,LMPRA,WSTARR
chr9	33676579	33677667	chr9:33676579-33677667	3	ASTARR,WSTARR,CRISPRi-Growth
chr9	33682478	33683060	chr9:33682478-33683060	2	ASTARR,WSTARR
chr9	33719470	33720520	chr9:33719470-33720520	2	ASTARR,LMPRA
chr9	33777378	33777765	chr9:33777378-33777765	2	ASTARR,LMPRA
chr9	33816423	33818328	chr9:33816423-33818328	3	ASTARR,WSTARR,CRISPRi-Growth
chr9	33921942	33923384	chr9:33921942-33923384	2	ASTARR,CRISPRi-Growth
chr9	34038432	34039703	chr9:34038432-34039703	2	ASTARR,WSTARR
chr9	34048352	34050145	chr9:34048352-34050145	3	ASTARR,LMPRA,WSTARR
chr9	34125737	34127327	chr9:34125737-34127327	2	ASTARR,WSTARR
chr9	34132099	34133218	chr9:34132099-34133218	3	ASTARR,LMPRA,WSTARR
chr9	34149982	34150806	chr9:34149982-34150806	2	ASTARR,WSTARR
chr9	34158143	34158923	chr9:34158143-34158923	2	ASTARR,LMPRA
chr9	34178292	34179809	chr9:34178292-34179809	3	ASTARR,LMPRA,WSTARR
chr9	34328759	34330152	chr9:34328759-34330152	2	LMPRA,WSTARR
chr9	34380497	34381189	chr9:34380497-34381189	2	ASTARR,WSTARR
chr9	34458121	34459017	chr9:34458121-34459017	3	ASTARR,LMPRA,WSTARR
chr9	34481701	34482411	chr9:34481701-34482411	3	ASTARR,LMPRA,WSTARR
chr9	34493943	34494380	chr9:34493943-34494380	2	ASTARR,WSTARR
chr9	34590581	34592115	chr9:34590581-34592115	2	ASTARR,WSTARR
chr9	34620046	34620986	chr9:34620046-34620986	3	ASTARR,WSTARR,CRISPRi-Growth
chr9	34636903	34638304	chr9:34636903-34638304	2	ASTARR,WSTARR
chr9	34651667	34652772	chr9:34651667-34652772	2	ASTARR,WSTARR
chr9	34664201	34666390	chr9:34664201-34666390	3	ASTARR,LMPRA,WSTARR
chr9	34674945	34675797	chr9:34674945-34675797	2	ASTARR,WSTARR
chr9	34767105	34767819	chr9:34767105-34767819	2	ASTARR,WSTARR
chr9	34809482	34810082	chr9:34809482-34810082	2	ASTARR,WSTARR
chr9	34989004	34989987	chr9:34989004-34989987	2	ASTARR,WSTARR
chr9	35000802	35002093	chr9:35000802-35002093	2	ASTARR,LMPRA
chr9	35023307	35023953	chr9:35023307-35023953	2	ASTARR,LMPRA
chr9	35026229	35027014	chr9:35026229-35027014	2	LMPRA,WSTARR
chr9	35051331	35052045	chr9:35051331-35052045	3	ASTARR,LMPRA,CRISPRi-Growth
chr9	35071728	35073040	chr9:35071728-35073040	3	ASTARR,WSTARR,CRISPRi-Growth
chr9	35079185	35080250	chr9:35079185-35080250	3	ASTARR,LMPRA,WSTARR
chr9	35102552	35103723	chr9:35102552-35103723	3	ASTARR,LMPRA,WSTARR
chr9	35109085	35109782	chr9:35109085-35109782	2	ASTARR,WSTARR
