Chrom	ChromStart	ChromEnd	Region	UMAP1	UMAP2
chr3	53347070	53348163	chr3:53347070-53348163	9.589236	6.029413
chr3	53350712	53350995	chr3:53350712-53350995	3.1438947	10.442539
chr3	53370812	53371367	chr3:53370812-53371367	-2.6716073	4.8134236
chr3	53457235	53457536	chr3:53457235-53457536	2.0128198	9.6842
chr3	5348999	5349767	chr3:5348999-5349767	1.6505004	7.630468
chr3	535712	536410	chr3:535712-536410	-1.7130932	4.4378924
chr3	53845511	53846797	chr3:53845511-53846797	4.774147	3.9123795
chr3	53927042	53927841	chr3:53927042-53927841	-2.6205091	5.724187
chr3	5428302	5429645	chr3:5428302-5429645	3.5521386	9.961613
chr3	54349101	54349826	chr3:54349101-54349826	1.4536492	9.437592
chr3	54575536	54576159	chr3:54575536-54576159	-0.34589514	6.4406395
chr3	55051486	55052092	chr3:55051486-55052092	-2.6687133	4.842698
chr3	5520122	5520903	chr3:5520122-5520903	0.7955836	6.448134
chr3	5563436	5564623	chr3:5563436-5564623	3.6411018	8.661013
chr3	56132151	56132508	chr3:56132151-56132508	1.6799237	8.162437
chr3	56556876	56558222	chr3:56556876-56558222	8.250826	5.467412
chr3	56610955	56611381	chr3:56610955-56611381	-1.4098918	4.5884557
chr3	56629044	56629509	chr3:56629044-56629509	-0.77935153	5.749371
chr3	56682235	56683651	chr3:56682235-56683651	8.72847	4.107831
chr3	56971989	56972213	chr3:56971989-56972213	1.752759	9.682606
chr3	57006457	57008165	chr3:57006457-57008165	2.6158252	6.870027
chr3	57164608	57165721	chr3:57164608-57165721	4.1846504	3.741364
chr3	57227200	57228586	chr3:57227200-57228586	7.122878	5.723161
chr3	57338619	57339527	chr3:57338619-57339527	1.1805829	8.929526
chr3	57450634	57451191	chr3:57450634-57451191	2.146175	8.915838
chr3	57555784	57557877	chr3:57555784-57557877	9.08827	5.8011966
chr3	57596571	57598025	chr3:57596571-57598025	8.995522	5.105675
chr3	5766791	5767834	chr3:5766791-5767834	2.3315399	9.504799
chr3	57692364	57693394	chr3:57692364-57693394	9.50939	4.7386417
chr3	57755365	57757668	chr3:57755365-57757668	8.386438	5.719403
chr3	57783440	57784363	chr3:57783440-57784363	1.2123824	7.617012
chr3	57788175	57788969	chr3:57788175-57788969	1.5064911	9.00696
chr3	57805349	57806193	chr3:57805349-57806193	1.8554868	8.134741
chr3	57951354	57952484	chr3:57951354-57952484	3.8472977	8.108948
chr3	57983468	57984440	chr3:57983468-57984440	3.3633702	8.161554
chr3	58002941	58003557	chr3:58002941-58003557	3.0800738	7.7304845
chr3	58008005	58009848	chr3:58008005-58009848	6.514509	4.963179
chr3	58034712	58035213	chr3:58034712-58035213	1.7163501	7.172947
chr3	58059394	58060082	chr3:58059394-58060082	3.464521	9.009257
chr3	58062727	58063689	chr3:58062727-58063689	0.892095	6.644237
chr3	58085316	58085897	chr3:58085316-58085897	2.7185571	7.959077
chr3	58093748	58094260	chr3:58093748-58094260	1.3025806	7.610732
chr3	58161442	58162389	chr3:58161442-58162389	4.215575	8.164235
chr3	58173220	58174179	chr3:58173220-58174179	3.9938645	7.316344
chr3	58305893	58307756	chr3:58305893-58307756	8.194627	5.4684153
chr3	58332430	58333711	chr3:58332430-58333711	6.889335	3.9314494
chr3	58335069	58335446	chr3:58335069-58335446	3.5802495	8.65417
chr3	58433315	58434364	chr3:58433315-58434364	7.9120755	4.7449656
chr3	58470892	58471784	chr3:58470892-58471784	2.0212834	8.636658
chr3	58491209	58492507	chr3:58491209-58492507	5.923039	4.220565
chr3	58529492	58530568	chr3:58529492-58530568	1.4209988	4.317544
chr3	58568695	58568973	chr3:58568695-58568973	2.2503848	4.313367
chr3	58640606	58641110	chr3:58640606-58641110	2.6203125	4.2396874
chr3	58842000	58842943	chr3:58842000-58842943	-2.658043	5.844732
chr3	58899098	58900183	chr3:58899098-58900183	2.7879696	8.782875
chr3	58998120	58999553	chr3:58998120-58999553	2.5171134	8.192667
chr3	59049552	59050450	chr3:59049552-59050450	7.144581	5.3681
chr3	59877069	59877614	chr3:59877069-59877614	2.4357944	10.115057
chr3	60086714	60087285	chr3:60086714-60087285	1.1028373	7.415418
chr3	60249319	60250436	chr3:60249319-60250436	1.0785298	7.5617723
chr3	60268689	60270309	chr3:60268689-60270309	1.9246122	9.127466
chr3	60276508	60278586	chr3:60276508-60278586	3.935095	7.115259
chr3	61249861	61250637	chr3:61249861-61250637	8.230904	6.4046984
chr3	61250873	61251781	chr3:61250873-61251781	7.412075	6.313765
chr3	62873817	62874385	chr3:62873817-62874385	-1.716853	3.3184907
chr3	63015615	63016004	chr3:63015615-63016004	-1.5453982	3.9607651
chr3	63136376	63136709	chr3:63136376-63136709	-2.9521675	3.2835383
chr3	6340245	6341677	chr3:6340245-6341677	-2.6026351	5.8352475
chr3	63863144	63864829	chr3:63863144-63864829	6.95471	4.0287333
chr3	63911630	63913315	chr3:63911630-63913315	7.5295153	3.8953063
chr3	64022740	64023870	chr3:64022740-64023870	9.437609	5.8113256
chr3	6444755	6445581	chr3:6444755-6445581	0.67712116	8.123439
chr3	64533583	64534068	chr3:64533583-64534068	1.977929	4.2825446
chr3	6490155	6490978	chr3:6490155-6490978	-2.6871219	5.949456
chr3	65013050	65013490	chr3:65013050-65013490	0.46321613	7.841713
chr3	65030673	65031351	chr3:65030673-65031351	2.6881945	8.694482
chr3	65039459	65040525	chr3:65039459-65040525	3.6128788	10.185255
chr3	6507137	6508778	chr3:6507137-6508778	4.108254	6.8775277
chr3	6518727	6519316	chr3:6518727-6519316	2.5984445	8.298173
chr3	6540627	6541821	chr3:6540627-6541821	2.1180193	9.3112
chr3	65508894	65510093	chr3:65508894-65510093	-2.6213233	5.8641486
chr3	65532552	65533396	chr3:65532552-65533396	1.4706472	7.083125
chr3	65587558	65588739	chr3:65587558-65588739	2.6226916	8.729507
chr3	65596796	65598657	chr3:65596796-65598657	0.86330086	4.6417212
chr3	65604813	65606574	chr3:65604813-65606574	1.4442571	8.530545
chr3	66038311	66039865	chr3:66038311-66039865	4.423914	4.2950363
chr3	66220679	66221458	chr3:66220679-66221458	9.410975	4.981684
chr3	66411246	66411850	chr3:66411246-66411850	2.6283505	7.953923
chr3	6644605	6644853	chr3:6644605-6644853	0.5635103	6.8914905
chr3	66500574	66501621	chr3:66500574-66501621	4.566304	4.1711035
chr3	66573474	66573776	chr3:66573474-66573776	1.7963232	4.442727
chr3	66989569	66990776	chr3:66989569-66990776	1.2718596	6.039207
chr3	66997450	66998870	chr3:66997450-66998870	8.182645	5.7301054
chr3	67018249	67019025	chr3:67018249-67019025	2.9377873	7.642947
chr3	67147663	67148399	chr3:67147663-67148399	-2.9291134	3.326705
chr3	6733626	6734578	chr3:6733626-6734578	1.7060173	9.291935
chr3	67362526	67363205	chr3:67362526-67363205	2.0551689	9.845289
chr3	6746562	6747582	chr3:6746562-6747582	1.0817828	8.643584
chr3	67653825	67655103	chr3:67653825-67655103	8.213496	4.691036
chr3	6769519	6770510	chr3:6769519-6770510	-2.5291426	5.877734
chr3	67781131	67782035	chr3:67781131-67782035	-2.2000413	5.676707
chr3	6860215	6860727	chr3:6860215-6860727	-1.1648111	4.41488
chr3	6861039	6862051	chr3:6861039-6862051	-1.5191923	3.3962588
chr3	69051164	69053103	chr3:69051164-69053103	8.046825	6.1771193
chr3	69079388	69080705	chr3:69079388-69080705	6.377415	5.152772
chr3	69084547	69085915	chr3:69084547-69085915	5.7837076	5.731166
chr3	69143750	69144186	chr3:69143750-69144186	3.3219151	8.67531
chr3	69677413	69678541	chr3:69677413-69678541	-2.7444575	3.4639633
chr3	69724507	69725582	chr3:69724507-69725582	3.2077718	9.749722
chr3	69738992	69740876	chr3:69738992-69740876	8.095455	6.182679
chr3	69791357	69792384	chr3:69791357-69792384	2.675824	10.062268
chr3	69999295	70000482	chr3:69999295-70000482	7.649854	5.942471
chr3	70120242	70120866	chr3:70120242-70120866	2.5844667	4.7792444
chr3	70290268	70291123	chr3:70290268-70291123	-2.425733	5.609571
chr3	71226738	71227673	chr3:71226738-71227673	3.8954015	8.82357
chr3	71247444	71248009	chr3:71247444-71248009	0.37009463	6.19629
chr3	71400813	71402075	chr3:71400813-71402075	2.1584625	9.309435
chr3	71416726	71417392	chr3:71416726-71417392	2.2231576	5.164771
chr3	71465722	71466919	chr3:71465722-71466919	0.5631322	7.105875
chr3	71542380	71543159	chr3:71542380-71543159	3.0806758	7.6992435
chr3	71582184	71584134	chr3:71582184-71584134	8.02609	3.9215374
chr3	71584424	71585340	chr3:71584424-71585340	4.6035633	7.33536
chr3	71641623	71642075	chr3:71641623-71642075	1.8334823	7.8201466
chr3	71982591	71982974	chr3:71982591-71982974	1.9514009	8.287472
chr3	72006821	72007369	chr3:72006821-72007369	2.5819652	9.597576
chr3	72018027	72018911	chr3:72018027-72018911	3.1312513	8.367946
chr3	72085949	72086945	chr3:72085949-72086945	3.450104	10.072625
chr3	72144541	72146120	chr3:72144541-72146120	3.801375	9.601962
chr3	72163596	72164424	chr3:72163596-72164424	3.863645	9.887236
chr3	72176607	72178716	chr3:72176607-72178716	3.7083385	7.400204
chr3	72265369	72265760	chr3:72265369-72265760	2.378516	5.283808
chr3	72269989	72270677	chr3:72269989-72270677	3.324715	8.656243
chr3	72288764	72289903	chr3:72288764-72289903	4.388332	9.177728
chr3	72310178	72311155	chr3:72310178-72311155	3.0581427	7.2011905
chr3	72318690	72319650	chr3:72318690-72319650	4.170989	8.186547
chr3	72322156	72323049	chr3:72322156-72323049	4.220591	8.6311655
chr3	72336655	72337362	chr3:72336655-72337362	4.1079435	6.770217
chr3	72460345	72461368	chr3:72460345-72461368	2.8425853	9.100957
chr3	72738665	72740565	chr3:72738665-72740565	2.6170712	6.7826147
chr3	72744114	72744677	chr3:72744114-72744677	2.953471	10.121564
chr3	72847865	72849031	chr3:72847865-72849031	8.6313505	6.198018
chr3	72875209	72875966	chr3:72875209-72875966	2.8759747	5.10386
chr3	72996432	72997701	chr3:72996432-72997701	8.282531	4.659253
chr3	73072652	73073917	chr3:73072652-73073917	1.6833148	9.089143
chr3	73100083	73100439	chr3:73100083-73100439	-0.6600672	5.0390954
chr3	73143560	73144701	chr3:73143560-73144701	2.460261	9.767748
chr3	74711438	74712457	chr3:74711438-74712457	-1.8665929	5.2517962
chr3	75136276	75136546	chr3:75136276-75136546	-1.5793964	4.780548
chr3	75434474	75436277	chr3:75434474-75436277	6.267275	4.552291
chr3	75618570	75619889	chr3:75618570-75619889	-2.9015746	3.0654047
chr3	75658366	75659131	chr3:75658366-75659131	-0.4781185	3.5989704
chr3	75669274	75670407	chr3:75669274-75670407	-2.5291057	3.0871193
chr3	75672111	75672832	chr3:75672111-75672832	0.02832514	3.6450183
chr3	75784913	75785902	chr3:75784913-75785902	7.4644675	5.594939
chr3	77348162	77348811	chr3:77348162-77348811	0.7707564	6.6866064
chr3	79019013	79019460	chr3:79019013-79019460	-2.5394332	3.3519742
chr3	80733479	80734165	chr3:80733479-80734165	3.174313	10.249883
chr3	80769751	80771497	chr3:80769751-80771497	7.309879	5.9269905
chr3	81760834	81762091	chr3:81760834-81762091	8.905045	3.594886
chr3	81986102	81986607	chr3:81986102-81986607	1.4843507	6.3531466
chr3	83217529	83219084	chr3:83217529-83219084	-1.8232154	4.916531
chr3	84125253	84126478	chr3:84125253-84126478	-2.1731308	3.9232037
chr3	8416975	8417675	chr3:8416975-8417675	2.1814065	4.841453
chr3	84247086	84248360	chr3:84247086-84248360	3.9523644	6.8450203
chr3	84304055	84305587	chr3:84304055-84305587	3.3476284	6.51733
chr3	8501348	8501993	chr3:8501348-8501993	4.419938	4.574218
chr3	85503969	85505467	chr3:85503969-85505467	6.8424296	5.8104196
chr3	8611134	8612223	chr3:8611134-8612223	-1.9990772	5.3903093
chr3	8629136	8629982	chr3:8629136-8629982	3.7747586	8.149279
chr3	8680019	8680597	chr3:8680019-8680597	-1.1493163	4.6267133
chr3	87226705	87227928	chr3:87226705-87227928	8.028244	5.3656907
chr3	87795973	87796456	chr3:87795973-87796456	3.3391652	10.205862
chr3	88058314	88059852	chr3:88058314-88059852	7.4180136	6.276845
chr3	88148720	88150394	chr3:88148720-88150394	9.277537	6.1267138
chr3	88189085	88190108	chr3:88189085-88190108	0.9387792	6.8588376
chr3	88195554	88196403	chr3:88195554-88196403	3.1227179	7.986342
chr3	8962321	8963829	chr3:8962321-8963829	8.157792	5.920615
chr3	8972446	8973046	chr3:8972446-8973046	0.8374169	6.1256742
chr3	8985271	8985978	chr3:8985271-8985978	-0.18441398	4.0329423
chr3	8987457	8988355	chr3:8987457-8988355	2.1547096	4.2827454
chr3	9076809	9077755	chr3:9076809-9077755	-0.9182938	4.9444184
chr3	9087634	9089213	chr3:9087634-9089213	-0.61031914	5.029418
chr3	9163152	9163900	chr3:9163152-9163900	-0.34993327	4.7480636
chr3	9203940	9204903	chr3:9203940-9204903	0.33253786	6.023375
chr3	9224563	9225704	chr3:9224563-9225704	0.24537519	6.0403423
chr3	9340544	9340960	chr3:9340544-9340960	0.37855485	6.9815984
chr3	9362541	9363633	chr3:9362541-9363633	9.145685	5.6638703
chr3	93949761	93950498	chr3:93949761-93950498	0.3839167	6.289916
chr3	9396129	9398104	chr3:9396129-9398104	9.191567	4.136966
chr3	93973149	93974238	chr3:93973149-93974238	7.908484	4.986823
chr3	93979706	93980647	chr3:93979706-93980647	7.649133	5.666708
chr3	94062367	94064055	chr3:94062367-94064055	7.3811054	6.0371075
chr3	9422630	9423377	chr3:9422630-9423377	3.272584	8.554407
chr3	94937523	94938324	chr3:94937523-94938324	5.607953	5.574702
chr3	9500326	9501080	chr3:9500326-9501080	3.0223486	4.1297536
chr3	9552136	9552793	chr3:9552136-9552793	3.7990801	1.555775
chr3	9583133	9583355	chr3:9583133-9583355	-1.4091371	4.7272663
chr3	9600836	9601914	chr3:9600836-9601914	-0.5561626	4.605692
chr3	9602496	9602997	chr3:9602496-9602997	-0.60073876	4.8693967
chr3	9645810	9646822	chr3:9645810-9646822	4.565212	8.018393
chr3	9648936	9649754	chr3:9648936-9649754	9.972479	4.3089004
chr3	9690977	9691813	chr3:9690977-9691813	1.0616585	3.632457
chr3	9727063	9727414	chr3:9727063-9727414	3.3067117	5.089073
chr3	9730993	9732515	chr3:9730993-9732515	8.220112	4.545531
chr3	9749321	9750481	chr3:9749321-9750481	7.889254	4.9856105
chr3	9761492	9762151	chr3:9761492-9762151	0.5444395	3.2740784
chr3	97764059	97765124	chr3:97764059-97765124	8.185225	6.4179215
chr3	9780112	9780546	chr3:9780112-9780546	1.0269669	3.340698
chr3	9785763	9787269	chr3:9785763-9787269	2.6644735	8.6066
chr3	9792199	9793688	chr3:9792199-9793688	9.99199	4.2379794
chr3	98039280	98039852	chr3:98039280-98039852	2.2302737	4.9239016
chr3	9843039	9844551	chr3:9843039-9844551	7.165833	6.2480435
chr3	98593118	98594350	chr3:98593118-98594350	7.8219585	4.921725
chr3	9862337	9863424	chr3:9862337-9863424	6.699788	4.3265758
chr3	9890197	9891245	chr3:9890197-9891245	9.097779	5.2411613
chr3	9897467	9898961	chr3:9897467-9898961	2.7052052	7.390493
chr3	99009741	99010276	chr3:99009741-99010276	1.0762037	8.820101
chr3	9902186	9903450	chr3:9902186-9903450	2.1727827	6.1834846
chr3	9911633	9912828	chr3:9911633-9912828	1.9631239	7.6813645
chr3	9916638	9917540	chr3:9916638-9917540	5.148142	5.7278767
chr3	9932695	9934468	chr3:9932695-9934468	8.066783	3.9234164
chr3	9951718	9952658	chr3:9951718-9952658	6.1333876	4.544337
chr3	9955119	9956053	chr3:9955119-9956053	1.6467669	6.7489276
chr3	99738501	99739379	chr3:99738501-99739379	-2.4750688	5.316283
chr3	9976326	9977466	chr3:9976326-9977466	3.613586	8.448685
chr3	99776497	99777306	chr3:99776497-99777306	4.538201	9.163495
chr3	99817047	99818391	chr3:99817047-99818391	8.494852	5.725475
chr3	99825188	99825713	chr3:99825188-99825713	2.296397	9.410889
chr3	9986334	9987561	chr3:9986334-9987561	8.9169235	5.854536
chr3	99872163	99873059	chr3:99872163-99873059	1.9624937	9.445366
chr3	99875684	99876618	chr3:99875684-99876618	8.017126	4.2193756
chr3	99878115	99878395	chr3:99878115-99878395	2.0386043	8.207248
chr4	100005916	100006557	chr4:100005916-100006557	-2.668863	5.025401
chr4	10018773	10019837	chr4:10018773-10019837	5.568173	4.693612
chr4	100196063	100197058	chr4:100196063-100197058	-2.7789273	3.3891068
chr4	1009315	1011559	chr4:1009315-1011559	5.902072	4.453763
chr4	10095704	10096551	chr4:10095704-10096551	2.906299	7.073759
chr4	10106349	10107282	chr4:10106349-10107282	4.3265643	7.1223073
chr4	10115875	10117507	chr4:10115875-10117507	8.960912	4.1207914
chr4	10123686	10124077	chr4:10123686-10124077	0.8286386	6.358395
chr4	101346408	101348516	chr4:101346408-101348516	6.5537763	5.15857
chr4	10180679	10181872	chr4:10180679-10181872	3.9239676	9.756557
chr4	10185685	10187093	chr4:10185685-10187093	3.5432665	8.745474
chr4	102257547	102258392	chr4:102257547-102258392	2.7890506	5.0164814
chr4	102308229	102308781	chr4:102308229-102308781	0.97459984	7.0704575
chr4	102477945	102478728	chr4:102477945-102478728	1.2897769	6.5261846
chr4	102500895	102502511	chr4:102500895-102502511	8.100158	3.9714246
chr4	1027095	1030959	chr4:1027095-1030959	1.2379616	2.7267432
chr4	102734270	102735203	chr4:102734270-102735203	1.3766972	6.7477384
chr4	102760210	102761518	chr4:102760210-102761518	7.182212	4.862419
chr4	102826672	102828646	chr4:102826672-102828646	9.186437	4.4467907
chr4	102868324	102869772	chr4:102868324-102869772	8.684017	4.810126
chr4	102877427	102877972	chr4:102877427-102877972	-1.0305629	4.8567853
chr4	103018859	103020143	chr4:103018859-103020143	8.1890250000000009	5.683172
chr4	103197777	103199035	chr4:103197777-103199035	10.054358	4.2343874
chr4	103255487	103256542	chr4:103255487-103256542	-2.592987	4.8723536
chr4	10325611	10327123	chr4:10325611-10327123	2.4028478	9.525815
chr4	10345148	10346756	chr4:10345148-10346756	1.6512053	9.276045
chr4	10371702	10372463	chr4:10371702-10372463	1.6569463	7.067782
chr4	10385788	10386760	chr4:10385788-10386760	1.0253073	7.7751617
chr4	103936649	103937214	chr4:103936649-103937214	-2.1147008	3.320428
chr4	1043376	1044268	chr4:1043376-1044268	4.8400435	8.151516
chr4	10456426	10458459	chr4:10456426-10458459	7.0595217	4.9320393
chr4	10460972	10461727	chr4:10460972-10461727	7.0472355	4.224071
chr4	105022714	105023445	chr4:105022714-105023445	3.5655067	8.630566
chr4	105146161	105147818	chr4:105146161-105147818	6.9546843	5.031714
chr4	105352577	105353432	chr4:105352577-105353432	1.7581524	7.933233
chr4	105461226	105462451	chr4:105461226-105462451	2.0289986	8.775183
chr4	105473009	105474393	chr4:105473009-105474393	8.220039	4.593566
chr4	1055420	1056172	chr4:1055420-1056172	4.461626	4.8035665
chr4	105621004	105621280	chr4:105621004-105621280	0.37222475	7.501988
chr4	105708088	105709454	chr4:105708088-105709454	9.624315	6.133464
chr4	106315546	106316977	chr4:106315546-106316977	8.671208	5.8984966
chr4	106355260	106355731	chr4:106355260-106355731	-0.20816886	6.3146377
chr4	106365657	106366156	chr4:106365657-106366156	0.032535583	6.7571445
chr4	106524654	106525934	chr4:106524654-106525934	-1.8184859	5.051215
chr4	10658275	10658806	chr4:10658275-10658806	-0.8575384	5.267796
chr4	10662887	10663426	chr4:10662887-10663426	1.5810345	9.467763
chr4	107719502	107720916	chr4:107719502-107720916	8.368326	5.1426363
chr4	107734240	107734560	chr4:107734240-107734560	1.6495365	4.71699
chr4	107824385	107825458	chr4:107824385-107825458	-0.2551137	3.5976346
chr4	107931004	107932118	chr4:107931004-107932118	4.587897	4.3074045
chr4	107988926	107990421	chr4:107988926-107990421	7.2536664	5.119529
chr4	107994646	107995391	chr4:107994646-107995391	1.589053	9.268421
chr4	108114392	108116578	chr4:108114392-108116578	2.0627508	9.587955
chr4	108224451	108225366	chr4:108224451-108225366	1.0988736	7.5350094
chr4	108619382	108620983	chr4:108619382-108620983	8.515993	6.5111394
chr4	108649804	108651227	chr4:108649804-108651227	7.569407	5.9325957
chr4	108972775	108973235	chr4:108972775-108973235	1.3025286	8.345444
chr4	108987419	108988258	chr4:108987419-108988258	2.5206823	8.413042
chr4	109015899	109017269	chr4:109015899-109017269	-1.0841553	4.5432105
chr4	109026805	109027816	chr4:109026805-109027816	1.846243	9.28122
chr4	109148365	109149175	chr4:109148365-109149175	3.2753382	9.909569
chr4	109174070	109174988	chr4:109174070-109174988	2.8836663	9.769469
chr4	109185396	109186187	chr4:109185396-109186187	1.8503188	8.218008
chr4	109433272	109434702	chr4:109433272-109434702	7.7301846	3.7801516
chr4	109559720	109561274	chr4:109559720-109561274	6.452162	4.5437737
chr4	109701971	109703871	chr4:109701971-109703871	7.349911	4.5392814
chr4	109720805	109721620	chr4:109720805-109721620	1.4422511	7.5905843
chr4	109729370	109731062	chr4:109729370-109731062	7.6753764	5.4351263
chr4	109735619	109736664	chr4:109735619-109736664	2.1719208	8.729457
chr4	109764953	109765845	chr4:109764953-109765845	0.94243795	7.575627
chr4	109814915	109816104	chr4:109814915-109816104	8.971942	6.0618596
chr4	109873526	109874537	chr4:109873526-109874537	3.6597562	8.5723490000000009
chr4	109912636	109913636	chr4:109912636-109913636	2.1567333	7.811119
chr4	110076492	110077706	chr4:110076492-110077706	0.118903175	6.54612
chr4	110088680	110089011	chr4:110088680-110089011	3.1093068	8.757081
chr4	110164960	110166582	chr4:110164960-110166582	1.2313441	7.467781
chr4	110193586	110194100	chr4:110193586-110194100	3.820373	8.191666
chr4	110248121	110249583	chr4:110248121-110249583	3.6392665	10.188524
chr4	110310705	110311082	chr4:110310705-110311082	0.5027152	6.906603
chr4	110418577	110419263	chr4:110418577-110419263	0.10138049	4.831342
chr4	110610576	110611998	chr4:110610576-110611998	-1.0368314	3.6911573
chr4	110620675	110621265	chr4:110620675-110621265	-0.43306553	4.0842524
chr4	110631757	110633278	chr4:110631757-110633278	0.5201445	3.9756327
chr4	112145062	112146289	chr4:112145062-112146289	7.7410517	3.8778932
chr4	112170157	112170788	chr4:112170157-112170788	3.2607882	8.742494
chr4	112201967	112202570	chr4:112201967-112202570	-0.7479567	5.278904
chr4	112222399	112222907	chr4:112222399-112222907	-2.0255194	3.7841358
chr4	112231127	112232565	chr4:112231127-112232565	9.273057	5.5832
chr4	112514728	112516141	chr4:112514728-112516141	4.6328206	4.2576866
chr4	112516522	112516800	chr4:112516522-112516800	3.9950495	3.7663581
chr4	112589099	112589628	chr4:112589099-112589628	1.7272526	7.8802247
chr4	112636679	112637805	chr4:112636679-112637805	8.570053	5.9302487
chr4	112817989	112818371	chr4:112817989-112818371	2.0023067	6.451758
chr4	112979280	112980341	chr4:112979280-112980341	-1.38382	3.7717943
chr4	113584007	113585090	chr4:113584007-113585090	0.77838784	7.9770083
chr4	113645747	113646098	chr4:113645747-113646098	1.2158822	7.70349
chr4	113760890	113763049	chr4:113760890-113763049	1.345396	5.1215363
chr4	114148680	114148979	chr4:114148680-114148979	-2.3695076	3.326546
chr4	114588085	114588826	chr4:114588085-114588826	0.10205507	7.1398673
chr4	114615966	114616860	chr4:114615966-114616860	-2.4387045	5.494202
chr4	114807575	114808200	chr4:114807575-114808200	1.424924	4.453472
chr4	117085325	117085654	chr4:117085325-117085654	-1.3265561	4.1964793
chr4	118265427	118266212	chr4:118265427-118266212	-2.4401236	3.4676685
chr4	118278229	118279286	chr4:118278229-118279286	9.126168	4.697886
chr4	118352701	118353491	chr4:118352701-118353491	0.05731381	3.6694927
chr4	118574163	118574752	chr4:118574163-118574752	2.2704337	10.060308
chr4	118586390	118586802	chr4:118586390-118586802	1.1202546	6.5865035
chr4	118591403	118592517	chr4:118591403-118592517	8.767249	5.9143577
chr4	118629759	118630191	chr4:118629759-118630191	2.504772	7.4870806
chr4	118672687	118672959	chr4:118672687-118672959	0.34291527	7.5216427
chr4	118684929	118685877	chr4:118684929-118685877	8.91958	6.2376523
chr4	118827106	118828007	chr4:118827106-118828007	1.1944968	7.414959
chr4	118835060	118836839	chr4:118835060-118836839	7.8722253	5.3608656
chr4	118878608	118878953	chr4:118878608-118878953	-1.5576142	5.070137
chr4	118976832	118977727	chr4:118976832-118977727	-2.6389909	3.4650292
chr4	1191419	1192364	chr4:1191419-1192364	1.3898331	6.1048603
chr4	119173587	119174764	chr4:119173587-119174764	-2.5196967	3.9442594
chr4	119212090	119213437	chr4:119212090-119213437	8.055833	5.291342
chr4	119299833	119301111	chr4:119299833-119301111	8.95406	6.178461
chr4	119402986	119404491	chr4:119402986-119404491	-2.0945733	4.4307528
chr4	119454151	119455414	chr4:119454151-119455414	8.646014	5.778326
chr4	120049659	120050466	chr4:120049659-120050466	2.2521987	4.7412844
chr4	120066227	120067529	chr4:120066227-120067529	8.636142	5.142139
chr4	1201209	1202950	chr4:1201209-1202950	2.3300533	6.7276177
chr4	121380373	121381206	chr4:121380373-121381206	-0.7880006	3.576251
chr4	121696309	121697573	chr4:121696309-121697573	7.8890524	4.2336006
chr4	121711438	121712202	chr4:121711438-121712202	2.6687677	7.716019
chr4	121790575	121791347	chr4:121790575-121791347	2.5623775	9.94444
chr4	121800602	121801756	chr4:121800602-121801756	8.605108	5.8036165
chr4	121822819	121824216	chr4:121822819-121824216	8.507516	5.433065
chr4	121869628	121871042	chr4:121869628-121871042	6.2575727	5.545791
chr4	121950124	121952068	chr4:121950124-121952068	4.2191086	4.3338223
chr4	121989836	121991202	chr4:121989836-121991202	1.8384081	9.49895
chr4	122110089	122110866	chr4:122110089-122110866	-2.447406	5.251006
chr4	122151960	122153075	chr4:122151960-122153075	7.6943994	5.469764
chr4	1222041	1222878	chr4:1222041-1222878	0.0029048943	2.679487
chr4	122364762	122365724	chr4:122364762-122365724	2.4501662	7.5481734
chr4	122500629	122501571	chr4:122500629-122501571	2.2312376	7.6224666
chr4	122661584	122662207	chr4:122661584-122662207	3.3807423	8.398343
chr4	122732173	122733378	chr4:122732173-122733378	7.1608553	6.3017144
chr4	122749614	122750604	chr4:122749614-122750604	3.1135874	8.540414
chr4	122796892	122798439	chr4:122796892-122798439	1.3222808	7.626848
chr4	122803754	122804411	chr4:122803754-122804411	2.2152677	8.211898
chr4	122819549	122820371	chr4:122819549-122820371	1.4464798	7.768187
chr4	122826448	122828343	chr4:122826448-122828343	6.554519	4.643534
chr4	122906617	122907376	chr4:122906617-122907376	0.89001226	7.347393
chr4	122921955	122923519	chr4:122921955-122923519	8.854385	6.1240416
chr4	122944969	122945790	chr4:122944969-122945790	-2.161787	4.735882
chr4	122977311	122979154	chr4:122977311-122979154	-0.91104877	4.3223286
chr4	123218875	123219434	chr4:123218875-123219434	0.2642512	7.279511
chr4	123339948	123340528	chr4:123339948-123340528	0.004220508	5.893226
chr4	123349138	123350701	chr4:123349138-123350701	3.735116	9.971634
chr4	123396529	123399271	chr4:123396529-123399271	4.3435454	4.514112
chr4	123488985	123490408	chr4:123488985-123490408	-0.068594344	6.540341
chr4	123537944	123539265	chr4:123537944-123539265	-2.6777177	3.5938728
chr4	123772632	123773462	chr4:123772632-123773462	1.7813545	4.5083756
chr4	1239281	1239848	chr4:1239281-1239848	0.60508543	2.6094067
chr4	124012	125955	chr4:124012-125955	7.347521	6.3925843
chr4	124338732	124339782	chr4:124338732-124339782	-2.2960558	3.997981
chr4	124543056	124543905	chr4:124543056-124543905	0.43550935	7.3433886
chr4	124589658	124590709	chr4:124589658-124590709	0.790644	7.80398
chr4	124617329	124617603	chr4:124617329-124617603	-2.7078376	3.691269
chr4	124631772	124632202	chr4:124631772-124632202	1.8202521	8.348523
chr4	124711644	124713597	chr4:124711644-124713597	7.855516	4.687377
