Assay	Index_Experiment	Index_File	File_Type	Output_Type	Genome	Target	Analysis	RFA	md5sum	File_Name	File_Url
TF ChIP-seq	ENCSR283ZNI	ENCFF843EUH	bigWig	signal p-value	GRCh38	ZBTB8A	ENCODE3 GRCh38	ENCODE3	e159ac56489ad93b8a5672725e4a2bd5	ENCFF843EUH.bigWig	https://www.encodeproject.org/files/ENCFF843EUH/@@download/ENCFF843EUH.bigWig
TF ChIP-seq	ENCSR283ZNI	ENCFF497ZTT	bigWig	signal p-value	GRCh38	ZBTB8A	ENCODE3 GRCh38	ENCODE3	c171a0b36497220942b488a2dc9d1bb1	ENCFF497ZTT.bigWig	https://www.encodeproject.org/files/ENCFF497ZTT/@@download/ENCFF497ZTT.bigWig
TF ChIP-seq	ENCSR283ZNI	ENCFF568XXO	bigWig	signal p-value	GRCh38	ZBTB8A	ENCODE3 GRCh38	ENCODE3	97e84b66a60e9687cde09cba994928fe	ENCFF568XXO.bigWig	https://www.encodeproject.org/files/ENCFF568XXO/@@download/ENCFF568XXO.bigWig
TF ChIP-seq	ENCSR283ZNI	ENCFF564SAJ	bigWig	fold change over control	GRCh38	ZBTB8A	ENCODE3 GRCh38	ENCODE3	3a951b250c25939d66e1538592709d69	ENCFF564SAJ.bigWig	https://www.encodeproject.org/files/ENCFF564SAJ/@@download/ENCFF564SAJ.bigWig
TF ChIP-seq	ENCSR283ZNI	ENCFF729CAN	bigWig	fold change over control	GRCh38	ZBTB8A	ENCODE3 GRCh38	ENCODE3	4e4f96258ef8d3646bb84da394936087	ENCFF729CAN.bigWig	https://www.encodeproject.org/files/ENCFF729CAN/@@download/ENCFF729CAN.bigWig
TF ChIP-seq	ENCSR283ZNI	ENCFF381GEM	bigWig	fold change over control	GRCh38	ZBTB8A	ENCODE3 GRCh38	ENCODE3	baa10e9f5287d53ff79c284473a364a8	ENCFF381GEM.bigWig	https://www.encodeproject.org/files/ENCFF381GEM/@@download/ENCFF381GEM.bigWig
TF ChIP-seq	ENCSR283ZNI	ENCFF150DPM	bed narrowPeak	peaks and background as input for IDR	GRCh38	ZBTB8A	ENCODE3 GRCh38	ENCODE3	4050b3290ea6c99db7ad3980449e5413	ENCFF150DPM.bed.gz	https://www.encodeproject.org/files/ENCFF150DPM/@@download/ENCFF150DPM.bed.gz
TF ChIP-seq	ENCSR283ZNI	ENCFF529XYW	bed narrowPeak	peaks and background as input for IDR	GRCh38	ZBTB8A	ENCODE3 GRCh38	ENCODE3	b6749ae5e0e10cac730b46ad783af45f	ENCFF529XYW.bed.gz	https://www.encodeproject.org/files/ENCFF529XYW/@@download/ENCFF529XYW.bed.gz
TF ChIP-seq	ENCSR283ZNI	ENCFF202NFZ	bed narrowPeak	peaks and background as input for IDR	GRCh38	ZBTB8A	ENCODE3 GRCh38	ENCODE3	752454e49ef4c86cfe6f577c0d2752d3	ENCFF202NFZ.bed.gz	https://www.encodeproject.org/files/ENCFF202NFZ/@@download/ENCFF202NFZ.bed.gz
TF ChIP-seq	ENCSR283ZNI	ENCFF583UGE	bed narrowPeak	conservative IDR thresholded peaks	GRCh38	ZBTB8A	ENCODE3 GRCh38	ENCODE3	6622dc51761fd083ac38f599c81ecbf4	ENCFF583UGE.bed.gz	https://www.encodeproject.org/files/ENCFF583UGE/@@download/ENCFF583UGE.bed.gz
TF ChIP-seq	ENCSR283ZNI	ENCFF328SSL	bed narrowPeak	optimal IDR thresholded peaks	GRCh38	ZBTB8A	ENCODE3 GRCh38	ENCODE3	c3db005aa15a915ea55304faef8d8303	ENCFF328SSL.bed.gz	https://www.encodeproject.org/files/ENCFF328SSL/@@download/ENCFF328SSL.bed.gz
TF ChIP-seq	ENCSR283ZNI	ENCFF558RAX	bigWig	fold change over control	GRCh38	ZBTB8A	ENCODE4 v1.6.1 GRCh38	ENCODE3	793bac97996e0172c0222420f74055e4	ENCFF558RAX.bigWig	https://www.encodeproject.org/files/ENCFF558RAX/@@download/ENCFF558RAX.bigWig
TF ChIP-seq	ENCSR283ZNI	ENCFF358CDZ	bed narrowPeak	IDR thresholded peaks	GRCh38	ZBTB8A	ENCODE4 v1.6.1 GRCh38	ENCODE3	712c239f953276361046465d0a646836	ENCFF358CDZ.bed.gz	https://www.encodeproject.org/files/ENCFF358CDZ/@@download/ENCFF358CDZ.bed.gz
TF ChIP-seq	ENCSR283ZNI	ENCFF195MZA	bigWig	signal p-value	GRCh38	ZBTB8A	ENCODE4 v1.6.1 GRCh38	ENCODE3	9eb93f8d1ed010b536cd8d87eb824765	ENCFF195MZA.bigWig	https://www.encodeproject.org/files/ENCFF195MZA/@@download/ENCFF195MZA.bigWig
TF ChIP-seq	ENCSR283ZNI	ENCFF998WDH	bigWig	signal p-value	GRCh38	ZBTB8A	ENCODE4 v1.6.1 GRCh38	ENCODE3	5ca7ffc528680d3507d598d74abc389c	ENCFF998WDH.bigWig	https://www.encodeproject.org/files/ENCFF998WDH/@@download/ENCFF998WDH.bigWig
TF ChIP-seq	ENCSR283ZNI	ENCFF719IXL	bigWig	fold change over control	GRCh38	ZBTB8A	ENCODE4 v1.6.1 GRCh38	ENCODE3	5bdd6539d80d0d306377a00a48377956	ENCFF719IXL.bigWig	https://www.encodeproject.org/files/ENCFF719IXL/@@download/ENCFF719IXL.bigWig
TF ChIP-seq	ENCSR283ZNI	ENCFF199WRR	bigWig	signal p-value	GRCh38	ZBTB8A	ENCODE4 v1.6.1 GRCh38	ENCODE3	7a9b813514bbbf290d36bd45c8be74ce	ENCFF199WRR.bigWig	https://www.encodeproject.org/files/ENCFF199WRR/@@download/ENCFF199WRR.bigWig
TF ChIP-seq	ENCSR283ZNI	ENCFF204NMW	bigWig	fold change over control	GRCh38	ZBTB8A	ENCODE4 v1.6.1 GRCh38	ENCODE3	3defccc8dbfd5a9240a41242f1a69641	ENCFF204NMW.bigWig	https://www.encodeproject.org/files/ENCFF204NMW/@@download/ENCFF204NMW.bigWig
TF ChIP-seq	ENCSR283ZNI	ENCFF546NRV	bed narrowPeak	IDR thresholded peaks	GRCh38	ZBTB8A	ENCODE4 v1.6.1 GRCh38	ENCODE3	f74d4e85e3eac35ca5c83b751507b452	ENCFF546NRV.bed.gz	https://www.encodeproject.org/files/ENCFF546NRV/@@download/ENCFF546NRV.bed.gz
TF ChIP-seq	ENCSR283ZNI	ENCFF335GXH	bed narrowPeak	conservative IDR thresholded peaks	GRCh38	ZBTB8A	ENCODE4 v1.6.1 GRCh38	ENCODE3	364e37d950dd1b0b26512eebf8482632	ENCFF335GXH.bed.gz	https://www.encodeproject.org/files/ENCFF335GXH/@@download/ENCFF335GXH.bed.gz
TF ChIP-seq	ENCSR283ZNI	ENCFF423CWQ	bed narrowPeak	IDR thresholded peaks	GRCh38	ZBTB8A	ENCODE4 v1.6.1 GRCh38	ENCODE3	47b133d3bfa8f0afb504b952770ad0fc	ENCFF423CWQ.bed.gz	https://www.encodeproject.org/files/ENCFF423CWQ/@@download/ENCFF423CWQ.bed.gz
TF ChIP-seq	ENCSR085DDI	ENCFF713FGJ	bigWig	signal p-value	GRCh38	NFXL1	ENCODE3 GRCh38	ENCODE3	eb9f6e45e79d616123208d941fa6144c	ENCFF713FGJ.bigWig	https://www.encodeproject.org/files/ENCFF713FGJ/@@download/ENCFF713FGJ.bigWig
TF ChIP-seq	ENCSR085DDI	ENCFF400AJJ	bigWig	signal p-value	GRCh38	NFXL1	ENCODE3 GRCh38	ENCODE3	3b54aabdda27f2039aa91ec79a84ef41	ENCFF400AJJ.bigWig	https://www.encodeproject.org/files/ENCFF400AJJ/@@download/ENCFF400AJJ.bigWig
TF ChIP-seq	ENCSR085DDI	ENCFF443INP	bigWig	signal p-value	GRCh38	NFXL1	ENCODE3 GRCh38	ENCODE3	1cdcb4ce174ea10bcbfdc95937944c2e	ENCFF443INP.bigWig	https://www.encodeproject.org/files/ENCFF443INP/@@download/ENCFF443INP.bigWig
TF ChIP-seq	ENCSR085DDI	ENCFF182AYT	bigWig	fold change over control	GRCh38	NFXL1	ENCODE3 GRCh38	ENCODE3	4262ff6bbf023f0417ec64b03c2473a6	ENCFF182AYT.bigWig	https://www.encodeproject.org/files/ENCFF182AYT/@@download/ENCFF182AYT.bigWig
TF ChIP-seq	ENCSR085DDI	ENCFF562HFT	bigWig	fold change over control	GRCh38	NFXL1	ENCODE3 GRCh38	ENCODE3	3ef41513296ca91e62469ad8f5c1a857	ENCFF562HFT.bigWig	https://www.encodeproject.org/files/ENCFF562HFT/@@download/ENCFF562HFT.bigWig
TF ChIP-seq	ENCSR085DDI	ENCFF302PLG	bigWig	fold change over control	GRCh38	NFXL1	ENCODE3 GRCh38	ENCODE3	ae1eafd6969201a3db0addb07dd36be6	ENCFF302PLG.bigWig	https://www.encodeproject.org/files/ENCFF302PLG/@@download/ENCFF302PLG.bigWig
TF ChIP-seq	ENCSR085DDI	ENCFF697UPK	bed narrowPeak	peaks and background as input for IDR	GRCh38	NFXL1	ENCODE3 GRCh38	ENCODE3	cabdf25c8664d4b276e9a4d74a15582f	ENCFF697UPK.bed.gz	https://www.encodeproject.org/files/ENCFF697UPK/@@download/ENCFF697UPK.bed.gz
TF ChIP-seq	ENCSR085DDI	ENCFF734RJI	bed narrowPeak	peaks and background as input for IDR	GRCh38	NFXL1	ENCODE3 GRCh38	ENCODE3	f65c21e8321457a36cd195892b87859b	ENCFF734RJI.bed.gz	https://www.encodeproject.org/files/ENCFF734RJI/@@download/ENCFF734RJI.bed.gz
TF ChIP-seq	ENCSR085DDI	ENCFF270BVJ	bed narrowPeak	peaks and background as input for IDR	GRCh38	NFXL1	ENCODE3 GRCh38	ENCODE3	b7c5779df2a501f9b00886dad5492d5e	ENCFF270BVJ.bed.gz	https://www.encodeproject.org/files/ENCFF270BVJ/@@download/ENCFF270BVJ.bed.gz
TF ChIP-seq	ENCSR085DDI	ENCFF408CMK	bed narrowPeak	conservative IDR thresholded peaks	GRCh38	NFXL1	ENCODE3 GRCh38	ENCODE3	444cf63da29da4f0c3fb90cfb12b82e3	ENCFF408CMK.bed.gz	https://www.encodeproject.org/files/ENCFF408CMK/@@download/ENCFF408CMK.bed.gz
TF ChIP-seq	ENCSR085DDI	ENCFF329STX	bed narrowPeak	optimal IDR thresholded peaks	GRCh38	NFXL1	ENCODE3 GRCh38	ENCODE3	d1f2b121f7aa2350682803c87d5f63f2	ENCFF329STX.bed.gz	https://www.encodeproject.org/files/ENCFF329STX/@@download/ENCFF329STX.bed.gz
TF ChIP-seq	ENCSR085DDI	ENCFF351SHV	bigWig	signal p-value	GRCh38	NFXL1	ENCODE4 v1.6.1 GRCh38	ENCODE3	7eef209b38b8601a3ee81e6bd817d125	ENCFF351SHV.bigWig	https://www.encodeproject.org/files/ENCFF351SHV/@@download/ENCFF351SHV.bigWig
TF ChIP-seq	ENCSR085DDI	ENCFF883LFR	bigWig	fold change over control	GRCh38	NFXL1	ENCODE4 v1.6.1 GRCh38	ENCODE3	9df6d3684a01b2fcb25fa741b5e6d829	ENCFF883LFR.bigWig	https://www.encodeproject.org/files/ENCFF883LFR/@@download/ENCFF883LFR.bigWig
TF ChIP-seq	ENCSR085DDI	ENCFF919FPC	bigWig	signal p-value	GRCh38	NFXL1	ENCODE4 v1.6.1 GRCh38	ENCODE3	baa0bc2e0383ca3797b455c30aadfc7d	ENCFF919FPC.bigWig	https://www.encodeproject.org/files/ENCFF919FPC/@@download/ENCFF919FPC.bigWig
TF ChIP-seq	ENCSR085DDI	ENCFF247FZK	bigWig	fold change over control	GRCh38	NFXL1	ENCODE4 v1.6.1 GRCh38	ENCODE3	337214a54612ba82d5986d345a450ed9	ENCFF247FZK.bigWig	https://www.encodeproject.org/files/ENCFF247FZK/@@download/ENCFF247FZK.bigWig
TF ChIP-seq	ENCSR085DDI	ENCFF421BCS	bed narrowPeak	IDR thresholded peaks	GRCh38	NFXL1	ENCODE4 v1.6.1 GRCh38	ENCODE3	a1299d666f0b69c665829039458daf83	ENCFF421BCS.bed.gz	https://www.encodeproject.org/files/ENCFF421BCS/@@download/ENCFF421BCS.bed.gz
TF ChIP-seq	ENCSR085DDI	ENCFF929ILB	bed narrowPeak	conservative IDR thresholded peaks	GRCh38	NFXL1	ENCODE4 v1.6.1 GRCh38	ENCODE3	ebc24b2d700a2c5e3edf535d4f105863	ENCFF929ILB.bed.gz	https://www.encodeproject.org/files/ENCFF929ILB/@@download/ENCFF929ILB.bed.gz
TF ChIP-seq	ENCSR085DDI	ENCFF522DWF	bigWig	signal p-value	GRCh38	NFXL1	ENCODE4 v1.6.1 GRCh38	ENCODE3	cafc968a76d7b5918c29ff90790761d7	ENCFF522DWF.bigWig	https://www.encodeproject.org/files/ENCFF522DWF/@@download/ENCFF522DWF.bigWig
TF ChIP-seq	ENCSR085DDI	ENCFF864TZK	bigWig	fold change over control	GRCh38	NFXL1	ENCODE4 v1.6.1 GRCh38	ENCODE3	9b4eb078bd689f04a2376011c41fc655	ENCFF864TZK.bigWig	https://www.encodeproject.org/files/ENCFF864TZK/@@download/ENCFF864TZK.bigWig
TF ChIP-seq	ENCSR085DDI	ENCFF032WGR	bed narrowPeak	IDR thresholded peaks	GRCh38	NFXL1	ENCODE4 v1.6.1 GRCh38	ENCODE3	b54987b0b0fefc85f44865c9f6b8c20b	ENCFF032WGR.bed.gz	https://www.encodeproject.org/files/ENCFF032WGR/@@download/ENCFF032WGR.bed.gz
TF ChIP-seq	ENCSR085DDI	ENCFF341CNM	bed narrowPeak	IDR thresholded peaks	GRCh38	NFXL1	ENCODE4 v1.6.1 GRCh38	ENCODE3	5c7e496b4f918a877a44584b05802ba8	ENCFF341CNM.bed.gz	https://www.encodeproject.org/files/ENCFF341CNM/@@download/ENCFF341CNM.bed.gz
TF ChIP-seq	ENCSR990AZC	ENCFF631UKM	bigWig	signal p-value	GRCh38	MCM3	ENCODE3 GRCh38	ENCODE3	7b2a034b4d0482fb2a8e8c8c4d8c6af0	ENCFF631UKM.bigWig	https://www.encodeproject.org/files/ENCFF631UKM/@@download/ENCFF631UKM.bigWig
TF ChIP-seq	ENCSR990AZC	ENCFF256GKD	bigWig	signal p-value	GRCh38	MCM3	ENCODE3 GRCh38	ENCODE3	75bb83beae1f0ee92cb6cdd8cebae318	ENCFF256GKD.bigWig	https://www.encodeproject.org/files/ENCFF256GKD/@@download/ENCFF256GKD.bigWig
TF ChIP-seq	ENCSR990AZC	ENCFF367WKR	bigWig	signal p-value	GRCh38	MCM3	ENCODE3 GRCh38	ENCODE3	ec37c6fd916519733e7ac07f03d0ed95	ENCFF367WKR.bigWig	https://www.encodeproject.org/files/ENCFF367WKR/@@download/ENCFF367WKR.bigWig
TF ChIP-seq	ENCSR990AZC	ENCFF784PNF	bigWig	fold change over control	GRCh38	MCM3	ENCODE3 GRCh38	ENCODE3	328fff08a385cddb6bbf9c9c351b9486	ENCFF784PNF.bigWig	https://www.encodeproject.org/files/ENCFF784PNF/@@download/ENCFF784PNF.bigWig
TF ChIP-seq	ENCSR990AZC	ENCFF362LEI	bigWig	fold change over control	GRCh38	MCM3	ENCODE3 GRCh38	ENCODE3	422cf9a8f103b6421558190bda4ecddf	ENCFF362LEI.bigWig	https://www.encodeproject.org/files/ENCFF362LEI/@@download/ENCFF362LEI.bigWig
TF ChIP-seq	ENCSR990AZC	ENCFF419BHQ	bigWig	fold change over control	GRCh38	MCM3	ENCODE3 GRCh38	ENCODE3	f6ebd080380606b5d9e2b20be5824846	ENCFF419BHQ.bigWig	https://www.encodeproject.org/files/ENCFF419BHQ/@@download/ENCFF419BHQ.bigWig
TF ChIP-seq	ENCSR990AZC	ENCFF209WCI	bed narrowPeak	peaks and background as input for IDR	GRCh38	MCM3	ENCODE3 GRCh38	ENCODE3	ef14b3ef0c28e0e8c859f6514c67555f	ENCFF209WCI.bed.gz	https://www.encodeproject.org/files/ENCFF209WCI/@@download/ENCFF209WCI.bed.gz
TF ChIP-seq	ENCSR990AZC	ENCFF799RSQ	bed narrowPeak	peaks and background as input for IDR	GRCh38	MCM3	ENCODE3 GRCh38	ENCODE3	9439994cd87a99d3dc7df0f035af8883	ENCFF799RSQ.bed.gz	https://www.encodeproject.org/files/ENCFF799RSQ/@@download/ENCFF799RSQ.bed.gz
TF ChIP-seq	ENCSR990AZC	ENCFF483MZB	bed narrowPeak	peaks and background as input for IDR	GRCh38	MCM3	ENCODE3 GRCh38	ENCODE3	ddec7b234e581e12173910bd3fb5d9f8	ENCFF483MZB.bed.gz	https://www.encodeproject.org/files/ENCFF483MZB/@@download/ENCFF483MZB.bed.gz
TF ChIP-seq	ENCSR990AZC	ENCFF122GOC	bed narrowPeak	conservative IDR thresholded peaks	GRCh38	MCM3	ENCODE3 GRCh38	ENCODE3	9bc7be50679ae4d8c6eb6c09da1b758d	ENCFF122GOC.bed.gz	https://www.encodeproject.org/files/ENCFF122GOC/@@download/ENCFF122GOC.bed.gz
TF ChIP-seq	ENCSR990AZC	ENCFF672PYP	bed narrowPeak	optimal IDR thresholded peaks	GRCh38	MCM3	ENCODE3 GRCh38	ENCODE3	6c8a3fa3bb9dcefb3bb5f8c48cd57489	ENCFF672PYP.bed.gz	https://www.encodeproject.org/files/ENCFF672PYP/@@download/ENCFF672PYP.bed.gz
TF ChIP-seq	ENCSR990AZC	ENCFF300MUE	bigWig	signal p-value	GRCh38	MCM3	ENCODE4 v1.6.1 GRCh38	ENCODE3	0a27ee4ba6d3fb3354e8f42e6cbaf33b	ENCFF300MUE.bigWig	https://www.encodeproject.org/files/ENCFF300MUE/@@download/ENCFF300MUE.bigWig
TF ChIP-seq	ENCSR990AZC	ENCFF062GMD	bigWig	fold change over control	GRCh38	MCM3	ENCODE4 v1.6.1 GRCh38	ENCODE3	9ec2e0514189a1705519cf9eaf7a9e52	ENCFF062GMD.bigWig	https://www.encodeproject.org/files/ENCFF062GMD/@@download/ENCFF062GMD.bigWig
TF ChIP-seq	ENCSR990AZC	ENCFF050PHF	bed narrowPeak	IDR thresholded peaks	GRCh38	MCM3	ENCODE4 v1.6.1 GRCh38	ENCODE3	b01fe08222e9d07621cd5b598cd6703c	ENCFF050PHF.bed.gz	https://www.encodeproject.org/files/ENCFF050PHF/@@download/ENCFF050PHF.bed.gz
TF ChIP-seq	ENCSR990AZC	ENCFF205YLH	bigWig	fold change over control	GRCh38	MCM3	ENCODE4 v1.6.1 GRCh38	ENCODE3	0f79fc422eb3427f6e0a8bea048e4399	ENCFF205YLH.bigWig	https://www.encodeproject.org/files/ENCFF205YLH/@@download/ENCFF205YLH.bigWig
TF ChIP-seq	ENCSR990AZC	ENCFF702ZFS	bigWig	signal p-value	GRCh38	MCM3	ENCODE4 v1.6.1 GRCh38	ENCODE3	ae807e9dd05f6130d1a7fc63137fc18e	ENCFF702ZFS.bigWig	https://www.encodeproject.org/files/ENCFF702ZFS/@@download/ENCFF702ZFS.bigWig
TF ChIP-seq	ENCSR990AZC	ENCFF279IXG	bigWig	fold change over control	GRCh38	MCM3	ENCODE4 v1.6.1 GRCh38	ENCODE3	944fa7a1ed01f865d0ed03f51e5f1c81	ENCFF279IXG.bigWig	https://www.encodeproject.org/files/ENCFF279IXG/@@download/ENCFF279IXG.bigWig
TF ChIP-seq	ENCSR990AZC	ENCFF396SRD	bigWig	signal p-value	GRCh38	MCM3	ENCODE4 v1.6.1 GRCh38	ENCODE3	91161593cab23438b79fce66678d1090	ENCFF396SRD.bigWig	https://www.encodeproject.org/files/ENCFF396SRD/@@download/ENCFF396SRD.bigWig
TF ChIP-seq	ENCSR990AZC	ENCFF384CRI	bed narrowPeak	conservative IDR thresholded peaks	GRCh38	MCM3	ENCODE4 v1.6.1 GRCh38	ENCODE3	796e1f5b6f4dd8217ca49aa7a1b4c676	ENCFF384CRI.bed.gz	https://www.encodeproject.org/files/ENCFF384CRI/@@download/ENCFF384CRI.bed.gz
TF ChIP-seq	ENCSR990AZC	ENCFF138HSH	bed narrowPeak	IDR thresholded peaks	GRCh38	MCM3	ENCODE4 v1.6.1 GRCh38	ENCODE3	69610dc039629500e6e0f3efd7291563	ENCFF138HSH.bed.gz	https://www.encodeproject.org/files/ENCFF138HSH/@@download/ENCFF138HSH.bed.gz
TF ChIP-seq	ENCSR990AZC	ENCFF583XAW	bed narrowPeak	IDR thresholded peaks	GRCh38	MCM3	ENCODE4 v1.6.1 GRCh38	ENCODE3	aafd33573458cde7a5f33aedfb0a3045	ENCFF583XAW.bed.gz	https://www.encodeproject.org/files/ENCFF583XAW/@@download/ENCFF583XAW.bed.gz
TF ChIP-seq	ENCSR474CVP	ENCFF718TWK	bigWig	signal p-value	GRCh38	TRIM28	ENCODE3 GRCh38	ENCODE3	d3e8366e29a56c667edf9cd0b3813709	ENCFF718TWK.bigWig	https://www.encodeproject.org/files/ENCFF718TWK/@@download/ENCFF718TWK.bigWig
TF ChIP-seq	ENCSR474CVP	ENCFF267XHE	bigWig	fold change over control	GRCh38	TRIM28	ENCODE3 GRCh38	ENCODE3	d59538ea23cdaf51ddd7575cd21790b9	ENCFF267XHE.bigWig	https://www.encodeproject.org/files/ENCFF267XHE/@@download/ENCFF267XHE.bigWig
TF ChIP-seq	ENCSR474CVP	ENCFF079SQC	bigWig	signal p-value	GRCh38	TRIM28	ENCODE3 GRCh38	ENCODE3	77db94f47119e2ad3b361a1a3e9dede8	ENCFF079SQC.bigWig	https://www.encodeproject.org/files/ENCFF079SQC/@@download/ENCFF079SQC.bigWig
TF ChIP-seq	ENCSR474CVP	ENCFF168KHS	bed narrowPeak	optimal IDR thresholded peaks	GRCh38	TRIM28	ENCODE3 GRCh38	ENCODE3	40bc0db2f9230869b83ab1bf1cc6d264	ENCFF168KHS.bed.gz	https://www.encodeproject.org/files/ENCFF168KHS/@@download/ENCFF168KHS.bed.gz
TF ChIP-seq	ENCSR474CVP	ENCFF691GNB	bigWig	fold change over control	GRCh38	TRIM28	ENCODE3 GRCh38	ENCODE3	125d284ba306e53d3ab400bd4e2ac386	ENCFF691GNB.bigWig	https://www.encodeproject.org/files/ENCFF691GNB/@@download/ENCFF691GNB.bigWig
TF ChIP-seq	ENCSR474CVP	ENCFF231WEF	bigWig	signal p-value	GRCh38	TRIM28	ENCODE3 GRCh38	ENCODE3	7c388e9c99e5c2bf89f2af33bfa8626c	ENCFF231WEF.bigWig	https://www.encodeproject.org/files/ENCFF231WEF/@@download/ENCFF231WEF.bigWig
TF ChIP-seq	ENCSR474CVP	ENCFF507TJE	bigWig	fold change over control	GRCh38	TRIM28	ENCODE3 GRCh38	ENCODE3	a9136d6e2b9e9efa440513378a9fe659	ENCFF507TJE.bigWig	https://www.encodeproject.org/files/ENCFF507TJE/@@download/ENCFF507TJE.bigWig
TF ChIP-seq	ENCSR474CVP	ENCFF247UNQ	bed narrowPeak	peaks and background as input for IDR	GRCh38	TRIM28	ENCODE3 GRCh38	ENCODE3	f01953cfa1e2c40769e4dc91c3e89976	ENCFF247UNQ.bed.gz	https://www.encodeproject.org/files/ENCFF247UNQ/@@download/ENCFF247UNQ.bed.gz
TF ChIP-seq	ENCSR474CVP	ENCFF478XNR	bed narrowPeak	peaks and background as input for IDR	GRCh38	TRIM28	ENCODE3 GRCh38	ENCODE3	4526062305b8853e6c7d8346d8ad3255	ENCFF478XNR.bed.gz	https://www.encodeproject.org/files/ENCFF478XNR/@@download/ENCFF478XNR.bed.gz
TF ChIP-seq	ENCSR474CVP	ENCFF131RPK	bed narrowPeak	peaks and background as input for IDR	GRCh38	TRIM28	ENCODE3 GRCh38	ENCODE3	80903198d454c98607dd51fe3cc7794a	ENCFF131RPK.bed.gz	https://www.encodeproject.org/files/ENCFF131RPK/@@download/ENCFF131RPK.bed.gz
TF ChIP-seq	ENCSR474CVP	ENCFF580SYA	bed narrowPeak	conservative IDR thresholded peaks	GRCh38	TRIM28	ENCODE3 GRCh38	ENCODE3	2e26bdd411b67117cddf1d48d47a47e6	ENCFF580SYA.bed.gz	https://www.encodeproject.org/files/ENCFF580SYA/@@download/ENCFF580SYA.bed.gz
TF ChIP-seq	ENCSR474CVP	ENCFF681EVJ	bigWig	signal p-value	GRCh38	TRIM28	ENCODE4 v1.6.1 GRCh38	ENCODE3	9c3e61dcff5386ce87bbef34e73daa55	ENCFF681EVJ.bigWig	https://www.encodeproject.org/files/ENCFF681EVJ/@@download/ENCFF681EVJ.bigWig
TF ChIP-seq	ENCSR474CVP	ENCFF028ISH	bigWig	fold change over control	GRCh38	TRIM28	ENCODE4 v1.6.1 GRCh38	ENCODE3	a0993acdbdf91c058daf1dfb388eb252	ENCFF028ISH.bigWig	https://www.encodeproject.org/files/ENCFF028ISH/@@download/ENCFF028ISH.bigWig
TF ChIP-seq	ENCSR474CVP	ENCFF694KOP	bigWig	fold change over control	GRCh38	TRIM28	ENCODE4 v1.6.1 GRCh38	ENCODE3	b655f155f98f804dd82462bd74bc1966	ENCFF694KOP.bigWig	https://www.encodeproject.org/files/ENCFF694KOP/@@download/ENCFF694KOP.bigWig
TF ChIP-seq	ENCSR474CVP	ENCFF692TPY	bed narrowPeak	IDR thresholded peaks	GRCh38	TRIM28	ENCODE4 v1.6.1 GRCh38	ENCODE3	ee707810511b49d07741f89bc4a8e13f	ENCFF692TPY.bed.gz	https://www.encodeproject.org/files/ENCFF692TPY/@@download/ENCFF692TPY.bed.gz
TF ChIP-seq	ENCSR474CVP	ENCFF382UDO	bed narrowPeak	conservative IDR thresholded peaks	GRCh38	TRIM28	ENCODE4 v1.6.1 GRCh38	ENCODE3	8aa0834eb27412babe751c0dfb18a8b4	ENCFF382UDO.bed.gz	https://www.encodeproject.org/files/ENCFF382UDO/@@download/ENCFF382UDO.bed.gz
TF ChIP-seq	ENCSR474CVP	ENCFF675GYB	bigWig	signal p-value	GRCh38	TRIM28	ENCODE4 v1.6.1 GRCh38	ENCODE3	e23930a00d258041d1445b0588bb6aba	ENCFF675GYB.bigWig	https://www.encodeproject.org/files/ENCFF675GYB/@@download/ENCFF675GYB.bigWig
TF ChIP-seq	ENCSR474CVP	ENCFF436LBX	bigWig	fold change over control	GRCh38	TRIM28	ENCODE4 v1.6.1 GRCh38	ENCODE3	a539cc970e4f4696ad22492543e2528d	ENCFF436LBX.bigWig	https://www.encodeproject.org/files/ENCFF436LBX/@@download/ENCFF436LBX.bigWig
TF ChIP-seq	ENCSR474CVP	ENCFF773GNR	bigWig	signal p-value	GRCh38	TRIM28	ENCODE4 v1.6.1 GRCh38	ENCODE3	778adf66b1c43684ae6f3e2c2c605541	ENCFF773GNR.bigWig	https://www.encodeproject.org/files/ENCFF773GNR/@@download/ENCFF773GNR.bigWig
TF ChIP-seq	ENCSR474CVP	ENCFF883JDN	bed narrowPeak	IDR thresholded peaks	GRCh38	TRIM28	ENCODE4 v1.6.1 GRCh38	ENCODE3	0909238b6328f08280f21c765ccc92a0	ENCFF883JDN.bed.gz	https://www.encodeproject.org/files/ENCFF883JDN/@@download/ENCFF883JDN.bed.gz
TF ChIP-seq	ENCSR474CVP	ENCFF770JQM	bed narrowPeak	IDR thresholded peaks	GRCh38	TRIM28	ENCODE4 v1.6.1 GRCh38	ENCODE3	b6167204ef054ad1f52761f22c0be73b	ENCFF770JQM.bed.gz	https://www.encodeproject.org/files/ENCFF770JQM/@@download/ENCFF770JQM.bed.gz
TF ChIP-seq	ENCSR033NQK	ENCFF203BYN	bigWig	signal p-value	GRCh38	ZNF830	ENCODE3 GRCh38	ENCODE3	4fdb016d26cb4ba4de47fd0446c306de	ENCFF203BYN.bigWig	https://www.encodeproject.org/files/ENCFF203BYN/@@download/ENCFF203BYN.bigWig
