# REST + cCREs					
Chr	Start	End	cCRE accession	cCRE class	Silencer class
chr14	57865380	57865723	EH38E4106940	pELS	REST+ Non-silencer
chr14	59464986	59465330	EH38E3097695	pELS	REST+ Non-silencer
chr14	63641564	63641756	EH38E3099190	pELS	REST+ Non-silencer
chr14	66509968	66510232	EH38E3100615	pELS	REST+ Non-silencer
chr14	67599830	67599996	EH38E1722864	pELS	REST+ Non-silencer
chr14	70808824	70809130	EH38E3102882	pELS	REST+ Non-silencer
chr14	77141111	77141455	EH38E4110509	pELS	REST+ Non-silencer
chr14	81402115	81402462	EH38E1731831	pELS	REST+ Non-silencer
chr14	81435540	81435868	EH38E3107814	pELS	REST+ Non-silencer
chr14	92923362	92923710	EH38E4113643	pELS	REST+ Non-silencer
chr14	93431280	93431605	EH38E3112441	pELS	REST+ Non-silencer
chr14	93928798	93928979	EH38E3112638	pELS	REST+ Non-silencer
chr14	94293451	94293610	EH38E4113932	pELS	REST+ Non-silencer
chr14	94612849	94613196	EH38E1738478	pELS	REST+ Non-silencer
chr14	96203223	96203479	EH38E3114065	pELS	REST+ Non-silencer
chr1	50280051	50280236	EH38E1346406	pELS	REST+ Non-silencer
chr15	101724127	101724286	EH38E3159836	pELS	REST+ Non-silencer
chr15	101810994	101811200	EH38E3159856	pELS	REST+ Non-silencer
chr15	26771663	26771982	EH38E4118003	pELS	REST+ Non-silencer
chr15	31870362	31870576	EH38E3126119	pELS	REST+ Non-silencer
chr1	53220165	53220475	EH38E2811874	pELS	REST+ Non-silencer
chr15	40107323	40107579	EH38E3129081	pELS	REST+ Non-silencer
chr15	41116378	41116716	EH38E3129917	pELS	REST+ Non-silencer
chr15	41659813	41659977	EH38E3130208	pELS	REST+ Non-silencer
chr15	42919771	42920117	EH38E3130918	pELS	REST+ Non-silencer
chr15	43268769	43269067	EH38E3131046	pELS	REST+ Non-silencer
chr15	43370250	43370595	EH38E4121094	pELS	REST+ Non-silencer
chr15	43794619	43794964	EH38E1757986	pELS	REST+ Non-silencer
chr15	48190884	48191206	EH38E4121896	pELS	REST+ Non-silencer
chr1	55037958	55038304	EH38E1349455	pELS	REST+ Non-silencer
chr1	55399438	55399639	EH38E2813308	pELS	REST+ Non-silencer
chr15	56246020	56246368	EH38E3135558	pELS	REST+ Non-silencer
chr1	56284914	56285264	EH38E1350310	pELS	REST+ Non-silencer
chr15	63190810	63191053	EH38E3138931	pELS	REST+ Non-silencer
chr15	63870593	63870903	EH38E1769471	pELS	REST+ Non-silencer
chr15	67820955	67821287	EH38E4125531	pELS	REST+ Non-silencer
chr15	74127520	74127870	EH38E1777289	pELS	REST+ Non-silencer
chr15	74540137	74540447	EH38E3146124	pELS	REST+ Non-silencer
chr15	77633468	77633818	EH38E3148050	pELS	REST+ Non-silencer
chr15	78299004	78299346	EH38E1780445	pELS	REST+ Non-silencer
chr15	80154365	80154694	EH38E1781544	pELS	REST+ Non-silencer
chr15	80780600	80780949	EH38E4128477	pELS	REST+ Non-silencer
chr15	81181301	81181494	EH38E3150202	pELS	REST+ Non-silencer
chr15	81297249	81297594	EH38E3150280	pELS	REST+ Non-silencer
chr15	82047850	82048018	EH38E1782777	pELS	REST+ Non-silencer
chr15	82709347	82709674	EH38E3150780	pELS	REST+ Non-silencer
chr15	85794010	85794332	EH38E3152222	pELS	REST+ Non-silencer
chr15	88605653	88605984	EH38E4130094	pELS	REST+ Non-silencer
chr15	88804308	88804477	EH38E3153161	pELS	REST+ Non-silencer
chr15	89089013	89089353	EH38E3153336	pELS	REST+ Non-silencer
chr15	89358968	89359125	EH38E3153544	pELS	REST+ Non-silencer
chr15	89361691	89362032	EH38E4130301	pELS	REST+ Non-silencer
chr15	89680512	89680848	EH38E3153785	pELS	REST+ Non-silencer
chr15	89760773	89761077	EH38E3153830	pELS	REST+ Non-silencer
chr15	89776450	89776792	EH38E3153847	pELS	REST+ Non-silencer
chr15	90233310	90233654	EH38E1787335	pELS	REST+ Non-silencer
chr15	92809185	92809535	EH38E1789081	pELS	REST+ Non-silencer
chr15	92810063	92810405	EH38E3155796	pELS	REST+ Non-silencer
chr16	10183183	10183532	EH38E4136072	pELS	REST+ Non-silencer
chr1	61079851	61080201	EH38E1353078	pELS	REST+ Non-silencer
chr16	11851213	11851414	EH38E3168833	pELS	REST+ Non-silencer
chr16	1223094	1223362	EH38E4133406	pELS	REST+ Non-silencer
chr16	170022	170319	EH38E3160049	pELS	REST+ Non-silencer
chr16	17084210	17084463	EH38E3170956	pELS	REST+ Non-silencer
chr16	17135573	17135880	EH38E3170969	pELS	REST+ Non-silencer
chr16	174485	174802	EH38E3160054	pELS	REST+ Non-silencer
chr16	24255869	24256219	EH38E4139664	pELS	REST+ Non-silencer
chr1	6242576	6242806	EH38E2782036	pELS	REST+ Non-silencer
chr1	6245068	6245399	EH38E2782039	pELS	REST+ Non-silencer
chr16	25258062	25258391	EH38E3174224	pELS	REST+ Non-silencer
chr16	26317123	26317421	EH38E4140098	pELS	REST+ Non-silencer
chr16	28822562	28822795	EH38E3175567	pELS	REST+ Non-silencer
chr16	2904240	2904584	EH38E3163753	pELS	REST+ Non-silencer
chr16	2968713	2968965	EH38E4133986	pELS	REST+ Non-silencer
chr16	29898121	29898446	EH38E4141063	pELS	REST+ Non-silencer
chr16	29900022	29900237	EH38E3176406	pELS	REST+ Non-silencer
chr16	30021526	30021803	EH38E4141115	pELS	REST+ Non-silencer
chr16	30028647	30028993	EH38E4141123	pELS	REST+ Non-silencer
chr16	30093967	30094307	EH38E1811204	pELS	REST+ Non-silencer
chr16	30526076	30526377	EH38E3176914	pELS	REST+ Non-silencer
chr16	30570723	30570995	EH38E3176968	pELS	REST+ Non-silencer
chr16	30651712	30652046	EH38E3177028	pELS	REST+ Non-silencer
chr16	3087320	3087664	EH38E1797274	pELS	REST+ Non-silencer
chr16	30921613	30921956	EH38E3177277	pELS	REST+ Non-silencer
chr16	31180502	31180852	EH38E1812072	pELS	REST+ Non-silencer
chr16	31196386	31196668	EH38E1812105	pELS	REST+ Non-silencer
chr16	31457053	31457378	EH38E3177755	pELS	REST+ Non-silencer
chr16	3264199	3264372	EH38E3164235	pELS	REST+ Non-silencer
chr1	6420627	6420971	EH38E2782244	pELS	REST+ Non-silencer
chr16	4273381	4273728	EH38E4134310	pELS	REST+ Non-silencer
chr16	48850128	48850384	EH38E3179110	pELS	REST+ Non-silencer
chr16	49280332	49280681	EH38E4142490	pELS	REST+ Non-silencer
chr1	64967484	64967818	EH38E2816847	pELS	REST+ Non-silencer
chr16	49857042	49857375	EH38E3179627	pELS	REST+ Non-silencer
chr1	65309774	65310122	EH38E3967912	pELS	REST+ Non-silencer
chr16	56193148	56193486	EH38E3182129	pELS	REST+ Non-silencer
chr16	56643965	56644126	EH38E3182505	pELS	REST+ Non-silencer
chr1	6580453	6580652	EH38E1314596	pELS	REST+ Non-silencer
chr16	66516779	66517128	EH38E3185858	pELS	REST+ Non-silencer
chr16	67168839	67169188	EH38E3186398	pELS	REST+ Non-silencer
chr16	67185378	67185723	EH38E3186431	pELS	REST+ Non-silencer
chr16	67653892	67654062	EH38E3186954	pELS	REST+ Non-silencer
chr16	67661179	67661479	EH38E3186973	pELS	REST+ Non-silencer
chr16	69763051	69763399	EH38E3188517	pELS	REST+ Non-silencer
chr16	704540	704784	EH38E4133181	pELS	REST+ Non-silencer
chr16	70746669	70747019	EH38E3189185	pELS	REST+ Non-silencer
chr16	70779012	70779356	EH38E3189231	pELS	REST+ Non-silencer
chr16	72093257	72093462	EH38E3189692	pELS	REST+ Non-silencer
chr16	75566899	75567146	EH38E3191395	pELS	REST+ Non-silencer
chr16	83953499	83953849	EH38E3194733	pELS	REST+ Non-silencer
chr16	85350974	85351321	EH38E3196141	pELS	REST+ Non-silencer
chr16	8667652	8667808	EH38E3166697	pELS	REST+ Non-silencer
chr16	89720295	89720601	EH38E4152922	pELS	REST+ Non-silencer
chr16	89924418	89924581	EH38E3201392	pELS	REST+ Non-silencer
chr17	10836292	10836481	EH38E1846911	pELS	REST+ Non-silencer
chr17	17836143	17836492	EH38E3212312	pELS	REST+ Non-silencer
chr17	19362025	19362179	EH38E3213208	pELS	REST+ Non-silencer
chr17	2749769	2750108	EH38E1841204	pELS	REST+ Non-silencer
chr17	28018669	28018977	EH38E3215280	pELS	REST+ Non-silencer
chr17	28228156	28228310	EH38E4158544	pELS	REST+ Non-silencer
chr17	28373784	28374101	EH38E3215505	pELS	REST+ Non-silencer
chr17	28952296	28952646	EH38E3216057	pELS	REST+ Non-silencer
chr17	29004097	29004405	EH38E3216110	pELS	REST+ Non-silencer
chr17	29005239	29005551	EH38E3216113	pELS	REST+ Non-silencer
chr17	29594195	29594400	EH38E3216567	pELS	REST+ Non-silencer
chr17	29715681	29716022	EH38E3216683	pELS	REST+ Non-silencer
chr17	31393368	31393632	EH38E3217458	pELS	REST+ Non-silencer
chr17	32495310	32495653	EH38E3218122	pELS	REST+ Non-silencer
chr17	32876302	32876602	EH38E3218294	pELS	REST+ Non-silencer
chr17	3667944	3668291	EH38E3204338	pELS	REST+ Non-silencer
chr17	36938231	36938552	EH38E1859194	pELS	REST+ Non-silencer
chr17	40140085	40140400	EH38E4161969	pELS	REST+ Non-silencer
chr17	40178317	40178470	EH38E3222201	pELS	REST+ Non-silencer
chr17	41352697	41352856	EH38E3223035	pELS	REST+ Non-silencer
chr17	41814269	41814602	EH38E3223485	pELS	REST+ Non-silencer
chr17	42180091	42180434	EH38E4162708	pELS	REST+ Non-silencer
chr17	42277122	42277380	EH38E3223923	pELS	REST+ Non-silencer
chr17	42459941	42460287	EH38E3224114	pELS	REST+ Non-silencer
chr17	42675956	42676285	EH38E3224343	pELS	REST+ Non-silencer
chr17	43952437	43952780	EH38E3225258	pELS	REST+ Non-silencer
chr17	45149179	45149523	EH38E1865790	pELS	REST+ Non-silencer
chr17	45150108	45150421	EH38E3226307	pELS	REST+ Non-silencer
chr17	4731568	4731918	EH38E3205290	pELS	REST+ Non-silencer
chr17	47323311	47323486	EH38E3227595	pELS	REST+ Non-silencer
chr17	47652617	47652818	EH38E3227687	pELS	REST+ Non-silencer
chr17	48047717	48048003	EH38E1867652	pELS	REST+ Non-silencer
chr17	4808406	4808753	EH38E3205359	pELS	REST+ Non-silencer
chr17	50909274	50909622	EH38E3230705	pELS	REST+ Non-silencer
chr17	51119447	51119789	EH38E4165334	pELS	REST+ Non-silencer
chr17	51121138	51121404	EH38E3230876	pELS	REST+ Non-silencer
chr17	52160818	52161100	EH38E4165634	pELS	REST+ Non-silencer
chr17	58084340	58084690	EH38E4166859	pELS	REST+ Non-silencer
chr17	58326604	58326907	EH38E1874023	pELS	REST+ Non-silencer
chr17	58679287	58679635	EH38E1874325	pELS	REST+ Non-silencer
chr17	59220957	59221290	EH38E3233900	pELS	REST+ Non-silencer
chr17	60135976	60136289	EH38E3234445	pELS	REST+ Non-silencer
chr17	63476362	63476711	EH38E3236393	pELS	REST+ Non-silencer
chr17	6641164	6641387	EH38E3206331	pELS	REST+ Non-silencer
chr17	66675384	66675559	EH38E4169194	pELS	REST+ Non-silencer
chr17	66965960	66966299	EH38E3238640	pELS	REST+ Non-silencer
chr17	7081704	7082052	EH38E3206568	pELS	REST+ Non-silencer
chr17	7314652	7314994	EH38E3206853	pELS	REST+ Non-silencer
chr17	74361474	74361792	EH38E4171158	pELS	REST+ Non-silencer
chr17	74671219	74671569	EH38E4171254	pELS	REST+ Non-silencer
chr17	74750428	74750770	EH38E3242603	pELS	REST+ Non-silencer
chr17	74760681	74761031	EH38E3242625	pELS	REST+ Non-silencer
chr17	74937519	74937715	EH38E3242868	pELS	REST+ Non-silencer
chr17	75205254	75205603	EH38E1885684	pELS	REST+ Non-silencer
chr17	75524877	75525168	EH38E3243487	pELS	REST+ Non-silencer
chr17	75845173	75845523	EH38E3243946	pELS	REST+ Non-silencer
chr17	76556986	76557329	EH38E3244780	pELS	REST+ Non-silencer
chr17	76839771	76840121	EH38E1887469	pELS	REST+ Non-silencer
chr17	76870369	76870682	EH38E3245062	pELS	REST+ Non-silencer
chr17	78898594	78898827	EH38E3247216	pELS	REST+ Non-silencer
chr17	80260180	80260530	EH38E3248842	pELS	REST+ Non-silencer
chr17	81393960	81394310	EH38E3250375	pELS	REST+ Non-silencer
chr17	81917581	81917747	EH38E4173853	pELS	REST+ Non-silencer
chr17	81926409	81926756	EH38E3251121	pELS	REST+ Non-silencer
chr17	81962266	81962474	EH38E3251187	pELS	REST+ Non-silencer
chr17	82417932	82418127	EH38E3251943	pELS	REST+ Non-silencer
chr17	8965320	8965540	EH38E3208328	pELS	REST+ Non-silencer
chr17	9022937	9023174	EH38E3208368	pELS	REST+ Non-silencer
chr18	12843417	12843764	EH38E3258094	pELS	REST+ Non-silencer
chr18	28175397	28175726	EH38E4178636	pELS	REST+ Non-silencer
chr1	8317672	8317865	EH38E2783646	pELS	REST+ Non-silencer
chr18	36128615	36128775	EH38E1909721	pELS	REST+ Non-silencer
chr18	37564817	37565095	EH38E4180431	pELS	REST+ Non-silencer
chr18	46097990	46098174	EH38E3266517	pELS	REST+ Non-silencer
chr18	49562565	49562816	EH38E1915920	pELS	REST+ Non-silencer
chr18	50968356	50968526	EH38E4183333	pELS	REST+ Non-silencer
chr18	51198123	51198473	EH38E3269199	pELS	REST+ Non-silencer
chr18	55322282	55322628	EH38E1918294	pELS	REST+ Non-silencer
chr18	57353055	57353315	EH38E1919361	pELS	REST+ Non-silencer
chr18	57353919	57354260	EH38E4184603	pELS	REST+ Non-silencer
chr18	57354276	57354437	EH38E1919364	pELS	REST+ Non-silencer
chr18	59140301	59140636	EH38E4184898	pELS	REST+ Non-silencer
chr18	63367486	63367836	EH38E1923332	pELS	REST+ Non-silencer
chr18	6398296	6398480	EH38E3255106	pELS	REST+ Non-silencer
chr18	76802013	76802363	EH38E3276959	pELS	REST+ Non-silencer
chr18	903660	903962	EH38E4174492	pELS	REST+ Non-silencer
chr19	10009288	10009632	EH38E3289021	pELS	REST+ Non-silencer
chr19	10193719	10194066	EH38E3289179	pELS	REST+ Non-silencer
chr19	10332796	10332982	EH38E3289351	pELS	REST+ Non-silencer
chr19	10701995	10702322	EH38E3289760	pELS	REST+ Non-silencer
chr19	11344458	11344807	EH38E3290415	pELS	REST+ Non-silencer
chr19	11479490	11479835	EH38E1939261	pELS	REST+ Non-silencer
chr19	11482020	11482368	EH38E3290559	pELS	REST+ Non-silencer
chr19	11482572	11482903	EH38E1939269	pELS	REST+ Non-silencer
chr1	911951	912144	EH38E3951341	pELS	REST+ Non-silencer
chr19	12832444	12832777	EH38E4193243	pELS	REST+ Non-silencer
chr19	13151623	13151791	EH38E3291729	pELS	REST+ Non-silencer
chr19	14497266	14497422	EH38E3292844	pELS	REST+ Non-silencer
chr19	15087258	15087530	EH38E3293101	pELS	REST+ Non-silencer
chr19	16051347	16051520	EH38E1942202	pELS	REST+ Non-silencer
chr19	1652852	1653202	EH38E3281258	pELS	REST+ Non-silencer
chr19	17511964	17512312	EH38E4194616	pELS	REST+ Non-silencer
chr19	17686658	17687004	EH38E1943581	pELS	REST+ Non-silencer
chr19	18023527	18023730	EH38E1943877	pELS	REST+ Non-silencer
chr19	18233096	18233435	EH38E4194907	pELS	REST+ Non-silencer
chr1	91830243	91830590	EH38E2824562	pELS	REST+ Non-silencer
chr19	18374345	18374695	EH38E3296042	pELS	REST+ Non-silencer
chr19	19866030	19866217	EH38E4195405	pELS	REST+ Non-silencer
chr19	2463023	2463373	EH38E3282442	pELS	REST+ Non-silencer
chr19	2720850	2721191	EH38E3282760	pELS	REST+ Non-silencer
chr19	27794751	27794946	EH38E4195750	pELS	REST+ Non-silencer
chr19	29666674	29666923	EH38E1947774	pELS	REST+ Non-silencer
chr19	35040929	35041278	EH38E3302232	pELS	REST+ Non-silencer
chr19	35135362	35135712	EH38E3302345	pELS	REST+ Non-silencer
chr19	35559284	35559612	EH38E1951089	pELS	REST+ Non-silencer
chr19	3557251	3557466	EH38E3283790	pELS	REST+ Non-silencer
chr19	35704209	35704559	EH38E3302860	pELS	REST+ Non-silencer
chr19	35716823	35717144	EH38E1951177	pELS	REST+ Non-silencer
chr19	35879726	35880074	EH38E3303096	pELS	REST+ Non-silencer
chr19	35882202	35882395	EH38E3303099	pELS	REST+ Non-silencer
chr1	93593041	93593324	EH38E1368217	pELS	REST+ Non-silencer
chr19	35947447	35947745	EH38E3303180	pELS	REST+ Non-silencer
chr19	36528569	36528856	EH38E3303465	pELS	REST+ Non-silencer
chr1	93878458	93878804	EH38E2825469	pELS	REST+ Non-silencer
chr19	38851870	38852213	EH38E3304707	pELS	REST+ Non-silencer
chr19	38911871	38912075	EH38E4198524	pELS	REST+ Non-silencer
chr19	39590325	39590591	EH38E1953499	pELS	REST+ Non-silencer
chr19	40120914	40121227	EH38E4198894	pELS	REST+ Non-silencer
chr19	409772	409958	EH38E3279212	pELS	REST+ Non-silencer
chr19	41308554	41308835	EH38E3306749	pELS	REST+ Non-silencer
chr19	41706816	41707158	EH38E1954977	pELS	REST+ Non-silencer
chr19	42133090	42133440	EH38E3307434	pELS	REST+ Non-silencer
chr19	42313589	42313843	EH38E3307662	pELS	REST+ Non-silencer
chr19	45496353	45496692	EH38E4200360	pELS	REST+ Non-silencer
chr19	45646458	45646620	EH38E3309901	pELS	REST+ Non-silencer
chr19	46861589	46861865	EH38E3310927	pELS	REST+ Non-silencer
chr19	47226033	47226383	EH38E3311252	pELS	REST+ Non-silencer
chr19	47231528	47231692	EH38E3311265	pELS	REST+ Non-silencer
chr19	47471929	47472277	EH38E4200952	pELS	REST+ Non-silencer
chr19	47483890	47484048	EH38E3311543	pELS	REST+ Non-silencer
chr19	4769516	4769865	EH38E3285210	pELS	REST+ Non-silencer
chr19	48110386	48110692	EH38E3311952	pELS	REST+ Non-silencer
chr19	49118746	49119018	EH38E3312989	pELS	REST+ Non-silencer
chr19	49119959	49120309	EH38E3312992	pELS	REST+ Non-silencer
chr19	49127927	49128272	EH38E1960612	pELS	REST+ Non-silencer
chr19	50798130	50798454	EH38E4201986	pELS	REST+ Non-silencer
chr19	54304534	54304809	EH38E1964082	pELS	REST+ Non-silencer
chr19	55158523	55158737	EH38E3317215	pELS	REST+ Non-silencer
chr19	55581403	55581732	EH38E3317739	pELS	REST+ Non-silencer
chr19	55634800	55635142	EH38E3317812	pELS	REST+ Non-silencer
chr19	56706007	56706201	EH38E4203313	pELS	REST+ Non-silencer
chr19	591503	591832	EH38E4189441	pELS	REST+ Non-silencer
chr19	7505648	7505995	EH38E3287468	pELS	REST+ Non-silencer
chr19	7944238	7944577	EH38E1936925	pELS	REST+ Non-silencer
chr19	8240379	8240729	EH38E1937140	pELS	REST+ Non-silencer
chr20	17227658	17228004	EH38E2100546	pELS	REST+ Non-silencer
chr20	21103025	21103248	EH38E4257719	pELS	REST+ Non-silencer
chr20	25686039	25686382	EH38E3426141	pELS	REST+ Non-silencer
chr20	31604108	31604457	EH38E2106244	pELS	REST+ Non-silencer
chr20	31968403	31968749	EH38E2106562	pELS	REST+ Non-silencer
chr20	32357952	32358301	EH38E2106886	pELS	REST+ Non-silencer
chr20	33192990	33193221	EH38E3428045	pELS	REST+ Non-silencer
chr20	33663576	33663916	EH38E3428298	pELS	REST+ Non-silencer
chr20	34302945	34303155	EH38E2108318	pELS	REST+ Non-silencer
chr20	347667	348017	EH38E3414985	pELS	REST+ Non-silencer
chr20	35227016	35227347	EH38E4260340	pELS	REST+ Non-silencer
chr20	3711745	3711967	EH38E4253921	pELS	REST+ Non-silencer
chr20	3787710	3787872	EH38E3417245	pELS	REST+ Non-silencer
chr20	37901766	37902086	EH38E3431218	pELS	REST+ Non-silencer
chr20	3818477	3818827	EH38E3417290	pELS	REST+ Non-silencer
chr20	43187762	43188110	EH38E2113969	pELS	REST+ Non-silencer
chr20	43539218	43539556	EH38E3433691	pELS	REST+ Non-silencer
chr20	44248160	44248497	EH38E3434133	pELS	REST+ Non-silencer
chr20	44396522	44396723	EH38E2114723	pELS	REST+ Non-silencer
chr20	45515230	45515473	EH38E3435019	pELS	REST+ Non-silencer
chr20	45881423	45881773	EH38E4263088	pELS	REST+ Non-silencer
chr20	45933702	45933989	EH38E2115820	pELS	REST+ Non-silencer
chr20	46027312	46027572	EH38E4263141	pELS	REST+ Non-silencer
chr20	46029377	46029715	EH38E4263142	pELS	REST+ Non-silencer
chr20	47357484	47357833	EH38E2116928	pELS	REST+ Non-silencer
chr20	47957235	47957464	EH38E3436889	pELS	REST+ Non-silencer
chr20	49277080	49277417	EH38E4264513	pELS	REST+ Non-silencer
chr20	49916445	49916795	EH38E2119191	pELS	REST+ Non-silencer
chr20	50645568	50645916	EH38E3439490	pELS	REST+ Non-silencer
chr20	50931606	50931954	EH38E2120387	pELS	REST+ Non-silencer
chr20	52190782	52190989	EH38E2121367	pELS	REST+ Non-silencer
chr20	53997153	53997353	EH38E2122622	pELS	REST+ Non-silencer
chr20	56004009	56004355	EH38E2123411	pELS	REST+ Non-silencer
chr20	5911691	5911882	EH38E3418401	pELS	REST+ Non-silencer
chr20	59933956	59934303	EH38E4267725	pELS	REST+ Non-silencer
chr20	61951966	61952310	EH38E4268555	pELS	REST+ Non-silencer
chr20	62572977	62573305	EH38E2128250	pELS	REST+ Non-silencer
chr20	62576898	62577147	EH38E3447408	pELS	REST+ Non-silencer
chr20	63178871	63179219	EH38E4269081	pELS	REST+ Non-silencer
chr20	63537778	63538128	EH38E3448907	pELS	REST+ Non-silencer
chr20	64327420	64327632	EH38E4269457	pELS	REST+ Non-silencer
chr2	101984000	101984237	EH38E3361333	pELS	REST+ Non-silencer
chr2	113088625	113088921	EH38E3365755	pELS	REST+ Non-silencer
chr2	113126230	113126534	EH38E3365784	pELS	REST+ Non-silencer
chr2	113583861	113584211	EH38E3366078	pELS	REST+ Non-silencer
chr21	15065293	15065513	EH38E3450880	pELS	REST+ Non-silencer
chr2	115163061	115163314	EH38E2026581	pELS	REST+ Non-silencer
chr2	11744086	11744436	EH38E3325562	pELS	REST+ Non-silencer
chr2	117833313	117833473	EH38E2027012	pELS	REST+ Non-silencer
chr2	120347486	120347642	EH38E4228192	pELS	REST+ Non-silencer
chr2	127700578	127700928	EH38E3370628	pELS	REST+ Non-silencer
chr2	130354156	130354453	EH38E3371835	pELS	REST+ Non-silencer
chr21	33265666	33266013	EH38E3455616	pELS	REST+ Non-silencer
chr21	33480003	33480350	EH38E2138093	pELS	REST+ Non-silencer
chr21	33641049	33641344	EH38E3455846	pELS	REST+ Non-silencer
chr2	134918153	134918421	EH38E3373517	pELS	REST+ Non-silencer
chr21	41362339	41362689	EH38E4275070	pELS	REST+ Non-silencer
chr21	42878984	42879275	EH38E3461401	pELS	REST+ Non-silencer
chr21	43728510	43728860	EH38E3461875	pELS	REST+ Non-silencer
chr21	44529748	44530075	EH38E3462743	pELS	REST+ Non-silencer
chr21	45894507	45894774	EH38E3464414	pELS	REST+ Non-silencer
chr2	148644046	148644387	EH38E3376921	pELS	REST+ Non-silencer
chr2	153873154	153873500	EH38E4235333	pELS	REST+ Non-silencer
chr2	15592066	15592385	EH38E3326753	pELS	REST+ Non-silencer
chr2	157629121	157629471	EH38E4236048	pELS	REST+ Non-silencer
chr2	158458029	158458379	EH38E2044186	pELS	REST+ Non-silencer
chr2	163737697	163737847	EH38E4237154	pELS	REST+ Non-silencer
chr2	16546212	16546463	EH38E1976387	pELS	REST+ Non-silencer
chr2	166148026	166148227	EH38E2048371	pELS	REST+ Non-silencer
chr2	167294863	167295035	EH38E3382610	pELS	REST+ Non-silencer
chr2	170815761	170816091	EH38E3384003	pELS	REST+ Non-silencer
chr2	170928852	170929202	EH38E3384058	pELS	REST+ Non-silencer
chr2	173355135	173355471	EH38E3385199	pELS	REST+ Non-silencer
chr2	176805444	176805606	EH38E4239754	pELS	REST+ Non-silencer
chr2	177212148	177212310	EH38E3386847	pELS	REST+ Non-silencer
chr2	177265131	177265348	EH38E3386898	pELS	REST+ Non-silencer
chr2	183124738	183124973	EH38E4240969	pELS	REST+ Non-silencer
chr2	191020228	191020576	EH38E2061248	pELS	REST+ Non-silencer
chr2	200889514	200889856	EH38E3393818	pELS	REST+ Non-silencer
chr2	202279057	202279254	EH38E2066688	pELS	REST+ Non-silencer
chr2	216082828	216083164	EH38E2073404	pELS	REST+ Non-silencer
chr22	17120336	17120681	EH38E4276906	pELS	REST+ Non-silencer
chr2	217902748	217903097	EH38E3400105	pELS	REST+ Non-silencer
chr2	218417685	218418027	EH38E4247267	pELS	REST+ Non-silencer
chr2	218962897	218963182	EH38E4247381	pELS	REST+ Non-silencer
chr2	218991702	218992026	EH38E3401008	pELS	REST+ Non-silencer
chr2	218992027	218992212	EH38E4247389	pELS	REST+ Non-silencer
chr2	219218384	219218623	EH38E3401194	pELS	REST+ Non-silencer
chr2	219308171	219308514	EH38E4247487	pELS	REST+ Non-silencer
chr2	219331602	219331935	EH38E4247489	pELS	REST+ Non-silencer
chr2	219498526	219498817	EH38E2076238	pELS	REST+ Non-silencer
chr2	219541660	219542010	EH38E3401572	pELS	REST+ Non-silencer
chr22	20079740	20079956	EH38E3468011	pELS	REST+ Non-silencer
chr22	21009654	21009911	EH38E2151075	pELS	REST+ Non-silencer
chr22	21013893	21014067	EH38E3469086	pELS	REST+ Non-silencer
chr22	23608581	23608921	EH38E4279142	pELS	REST+ Non-silencer
chr22	23692726	23692898	EH38E4279169	pELS	REST+ Non-silencer
chr22	23787221	23787560	EH38E3471461	pELS	REST+ Non-silencer
chr2	225399988	225400191	EH38E4248770	pELS	REST+ Non-silencer
chr22	26170802	26171150	EH38E4279745	pELS	REST+ Non-silencer
chr2	229235230	229235483	EH38E3405070	pELS	REST+ Non-silencer
chr22	29476218	29476461	EH38E3474891	pELS	REST+ Non-silencer
chr22	29478494	29478838	EH38E3474895	pELS	REST+ Non-silencer
chr2	229714952	229715301	EH38E4249608	pELS	REST+ Non-silencer
chr22	30374715	30375047	EH38E3475581	pELS	REST+ Non-silencer
chr2	231707316	231707483	EH38E3406481	pELS	REST+ Non-silencer
chr2	231708720	231709068	EH38E3406485	pELS	REST+ Non-silencer
chr2	231710240	231710586	EH38E3406490	pELS	REST+ Non-silencer
chr2	231780187	231780337	EH38E3406535	pELS	REST+ Non-silencer
chr2	234110339	234110540	EH38E2084736	pELS	REST+ Non-silencer
chr22	36703343	36703691	EH38E4282195	pELS	REST+ Non-silencer
chr22	37561730	37562071	EH38E3480065	pELS	REST+ Non-silencer
chr22	38844387	38844565	EH38E3481411	pELS	REST+ Non-silencer
chr22	39478470	39478814	EH38E3482130	pELS	REST+ Non-silencer
chr2	240604306	240604639	EH38E3413205	pELS	REST+ Non-silencer
chr22	45007546	45007870	EH38E4284444	pELS	REST+ Non-silencer
chr22	46337893	46338202	EH38E3487855	pELS	REST+ Non-silencer
chr22	49372370	49372640	EH38E3490036	pELS	REST+ Non-silencer
chr22	50270740	50271082	EH38E4286207	pELS	REST+ Non-silencer
chr22	50325969	50326216	EH38E3491157	pELS	REST+ Non-silencer
chr22	50600142	50600471	EH38E3491512	pELS	REST+ Non-silencer
chr2	25343532	25343744	EH38E3331545	pELS	REST+ Non-silencer
chr2	26174642	26174972	EH38E3332030	pELS	REST+ Non-silencer
chr2	26692912	26693152	EH38E1982172	pELS	REST+ Non-silencer
chr2	27308527	27308869	EH38E3332928	pELS	REST+ Non-silencer
chr2	27321077	27321422	EH38E3332941	pELS	REST+ Non-silencer
chr2	27429323	27429491	EH38E3333017	pELS	REST+ Non-silencer
chr2	29920122	29920472	EH38E4211174	pELS	REST+ Non-silencer
chr2	46817373	46817630	EH38E3342053	pELS	REST+ Non-silencer
chr2	46847194	46847543	EH38E3342078	pELS	REST+ Non-silencer
