Chrom	ChromStart	ChromEnd	Region	Group
chr6	42970906	42971775	chr6:42970906-42971775	Distal:Active
chr6	42978077	42979702	chr6:42978077-42979702	Proximal:Active
chr6	43013502	43014484	chr6:43013502-43014484	Proximal:Active
chr6	43020828	43022571	chr6:43020828-43022571	Proximal:Active
chr6	43052954	43054169	chr6:43052954-43054169	Proximal:Active
chr6	43059050	43060289	chr6:43059050-43060289	Proximal:Active
chr6	43105628	43106274	chr6:43105628-43106274	Distal:Repressive
chr6	43113476	43114954	chr6:43113476-43114954	Distal:Active
chr6	43174203	43174865	chr6:43174203-43174865	Distal:Active
chr6	43181649	43182613	chr6:43181649-43182613	Proximal:Active
chr6	43228565	43229894	chr6:43228565-43229894	Proximal:Active
chr6	43243521	43243805	chr6:43243521-43243805	Distal:Repressive
chr6	43427213	43428290	chr6:43427213-43428290	Proximal:Active
chr6	43477099	43478347	chr6:43477099-43478347	Proximal:Active
chr6	43516518	43517668	chr6:43516518-43517668	Proximal:Active
chr6	43575391	43576578	chr6:43575391-43576578	Proximal:Active
chr6	43627184	43627634	chr6:43627184-43627634	Proximal:Active
chr6	43635391	43636611	chr6:43635391-43636611	Proximal:Active
chr6	43640395	43640696	chr6:43640395-43640696	Distal:Active
chr6	43687195	43688306	chr6:43687195-43688306	Proximal:Active
chr6	43714207	43715151	chr6:43714207-43715151	Distal:Active
chr6	43724768	43726177	chr6:43724768-43726177	Distal:Active
chr6	43769441	43772955	chr6:43769441-43772955	Proximal:Active
chr6	43798702	43799543	chr6:43798702-43799543	Distal:Active
chr6	43828784	43829167	chr6:43828784-43829167	Distal:Active
chr6	43838206	43838968	chr6:43838206-43838968	Distal:Active
chr6	43877744	43878315	chr6:43877744-43878315	Distal:Active
chr6	43910784	43911204	chr6:43910784-43911204	Distal:Active
chr6	43926316	43927491	chr6:43926316-43927491	Distal:Active
chr6	43964672	43965304	chr6:43964672-43965304	Distal:Active
chr6	44041315	44042293	chr6:44041315-44042293	Distal:Active
chr6	44043603	44044330	chr6:44043603-44044330	Distal:Active
chr6	44058204	44059484	chr6:44058204-44059484	Distal:Active
chr6	44095228	44096954	chr6:44095228-44096954	Distal:Repressive
chr6	44192452	44193045	chr6:44192452-44193045	Distal:Active
chr6	44245932	44247972	chr6:44245932-44247972	Proximal:Active
chr6	44264818	44265745	chr6:44264818-44265745	Proximal:Active
chr6	44296293	44296542	chr6:44296293-44296542	Distal:Repressive
chr6	44312649	44313661	chr6:44312649-44313661	Proximal:Active
chr6	44387123	44388398	chr6:44387123-44388398	Proximal:Active
chr6	44439505	44439995	chr6:44439505-44439995	Distal:Active
chr6	44456374	44457024	chr6:44456374-44457024	Distal:Active
chr6	44475610	44476302	chr6:44475610-44476302	Distal:Active
chr6	44642983	44643389	chr6:44642983-44643389	Distal:Active
chr6	44681528	44682528	chr6:44681528-44682528	Distal:Repressive
chr6	44900074	44900883	chr6:44900074-44900883	Distal:Active
chr6	44966633	44967342	chr6:44966633-44967342	Distal:Active
chr6	45062484	45063022	chr6:45062484-45063022	Distal:Active
chr6	45377146	45378538	chr6:45377146-45378538	Proximal:Active
chr6	45445601	45446456	chr6:45445601-45446456	Distal:Active
chr6	45512946	45513314	chr6:45512946-45513314	Distal:Active
chr6	46376488	46376827	chr6:46376488-46376827	Distal:Active
chr6	46437769	46438373	chr6:46437769-46438373	Distal:Active
chr6	46687424	46689334	chr6:46687424-46689334	Distal:Active
chr6	47134351	47135240	chr6:47134351-47135240	Distal:Active
chr6	47241985	47243166	chr6:47241985-47243166	Distal:Active
chr6	47362975	47363354	chr6:47362975-47363354	Distal:Active
chr6	47381588	47381830	chr6:47381588-47381830	Distal:Active
chr6	47420368	47421182	chr6:47420368-47421182	Distal:Active
chr6	47477076	47478811	chr6:47477076-47478811	Proximal:Active
chr6	47631131	47632405	chr6:47631131-47632405	Distal:Active
chr6	49386752	49387635	chr6:49386752-49387635	Distal:Active
chr6	49462724	49463902	chr6:49462724-49463902	Proximal:Active
chr6	49598426	49599461	chr6:49598426-49599461	Distal:Active
chr6	49645828	49647002	chr6:49645828-49647002	Distal:Active
chr6	49678023	49679322	chr6:49678023-49679322	Distal:Repressive
chr6	49888470	49889276	chr6:49888470-49889276	Distal:Active
chr6	49939642	49940845	chr6:49939642-49940845	Distal:Active
chr6	49989127	49990859	chr6:49989127-49990859	Distal:Repressive
chr6	50825441	50826390	chr6:50825441-50826390	Distal:Active
chr6	51049615	51050680	chr6:51049615-51050680	Distal:Active
chr6	51061309	51061702	chr6:51061309-51061702	Distal:Active
chr6	51121430	51122359	chr6:51121430-51122359	Distal:Active
chr6	52164299	52164640	chr6:52164299-52164640	Distal:Repressive
chr6	52284237	52285429	chr6:52284237-52285429	Proximal:Active
chr6	52325697	52326624	chr6:52325697-52326624	Distal:Repressive
chr6	52402850	52403903	chr6:52402850-52403903	Distal:Active
chr6	52416640	52416959	chr6:52416640-52416959	Distal:Repressive
chr6	52482848	52483909	chr6:52482848-52483909	Distal:Active
chr6	52503388	52505046	chr6:52503388-52505046	Distal:Active
chr6	52517470	52518352	chr6:52517470-52518352	Distal:Active
chr6	52597955	52598814	chr6:52597955-52598814	Distal:Active
chr6	52663796	52665247	chr6:52663796-52665247	Distal:Active
chr6	52686822	52687571	chr6:52686822-52687571	Distal:Active
chr6	53064585	53066282	chr6:53064585-53066282	Proximal:Active
chr6	53313561	53314283	chr6:53313561-53314283	Distal:Active
chr6	53347851	53349417	chr6:53347851-53349417	Proximal:Active
chr6	53358787	53360022	chr6:53358787-53360022	Distal:Active
chr6	53544406	53545425	chr6:53544406-53545425	Proximal:Active
chr6	53547741	53548507	chr6:53547741-53548507	Distal:Active
chr6	53573364	53573878	chr6:53573364-53573878	Distal:Active
chr6	53794086	53795395	chr6:53794086-53795395	Distal:Active
chr6	56542405	56543385	chr6:56542405-56543385	Distal:Active
chr6	57046132	57047144	chr6:57046132-57047144	Proximal:Active
chr6	57089597	57090575	chr6:57089597-57090575	Proximal:Active
chr6	57171938	57173371	chr6:57171938-57173371	Proximal:Active
chr6	57248495	57248989	chr6:57248495-57248989	Distal:Active
chr6	57273891	57274866	chr6:57273891-57274866	Distal:Active
chr6	57316411	57318074	chr6:57316411-57318074	Proximal:Active
chr6	57960995	57961933	chr6:57960995-57961933	Proximal:Active
chr6	57974607	57975378	chr6:57974607-57975378	Distal:Active
chr6	63440214	63442435	chr6:63440214-63442435	Distal:Active
chr6	67031045	67032226	chr6:67031045-67032226	Distal:Active
chr6	67880246	67881566	chr6:67880246-67881566	Distal:Active
chr6	67887037	67889691	chr6:67887037-67889691	Distal:Active
chr6	68025636	68026421	chr6:68025636-68026421	Distal:Active
chr6	68107937	68108658	chr6:68107937-68108658	Distal:Active
chr6	68174604	68175238	chr6:68174604-68175238	Distal:Repressive
chr6	68361197	68361591	chr6:68361197-68361591	Distal:Active
chr6	68502596	68503299	chr6:68502596-68503299	Distal:Active
chr6	68695305	68696132	chr6:68695305-68696132	Distal:Active
chr6	69616882	69617702	chr6:69616882-69617702	Distal:Active
chr6	69796217	69797421	chr6:69796217-69797421	Proximal:Active
chr6	70241939	70242540	chr6:70241939-70242540	Distal:Active
chr6	70336869	70338045	chr6:70336869-70338045	Distal:Active
chr6	70375365	70377087	chr6:70375365-70377087	Distal:Active
chr6	70394395	70395162	chr6:70394395-70395162	Proximal:Active
chr6	70566064	70567333	chr6:70566064-70567333	Proximal:Active
chr6	70667485	70668632	chr6:70667485-70668632	Proximal:Active
chr6	71027950	71029023	chr6:71027950-71029023	Distal:Active
chr6	71360937	71361551	chr6:71360937-71361551	Distal:Active
chr6	72560602	72561683	chr6:72560602-72561683	Distal:Active
chr6	72905704	72906511	chr6:72905704-72906511	Distal:Active
chr6	72984105	72984816	chr6:72984105-72984816	Distal:Active
chr6	73262775	73263768	chr6:73262775-73263768	Distal:Active
chr6	73285426	73286161	chr6:73285426-73286161	Distal:Active
chr6	73388653	73389997	chr6:73388653-73389997	Distal:Active
chr6	73461214	73463272	chr6:73461214-73463272	Proximal:Active
chr6	73520192	73521998	chr6:73520192-73521998	Proximal:Active
chr6	73523230	73524053	chr6:73523230-73524053	Distal:Active
chr6	73564609	73565522	chr6:73564609-73565522	Distal:Active
chr6	73571752	73572425	chr6:73571752-73572425	Distal:Active
chr6	73579527	73580866	chr6:73579527-73580866	Distal:Active
chr6	73585413	73586514	chr6:73585413-73586514	Distal:Active
chr6	73653002	73654846	chr6:73653002-73654846	Proximal:Active
chr6	73704019	73704959	chr6:73704019-73704959	Distal:Active
chr6	75243210	75244271	chr6:75243210-75244271	Proximal:Active
chr6	75284125	75285480	chr6:75284125-75285480	Proximal:Active
chr6	75345292	75345912	chr6:75345292-75345912	Distal:Active
chr6	75496332	75496828	chr6:75496332-75496828	Distal:Active
chr6	75631873	75632464	chr6:75631873-75632464	Distal:Active
chr6	75687676	75688408	chr6:75687676-75688408	Distal:Active
chr6	78867130	78868063	chr6:78867130-78868063	Proximal:Active
chr6	79076810	79078911	chr6:79076810-79078911	Proximal:Active
chr6	79152121	79152674	chr6:79152121-79152674	Distal:Active
chr6	79313007	79313526	chr6:79313007-79313526	Distal:Active
chr6	79525365	79526427	chr6:79525365-79526427	Distal:Active
chr6	79544779	79545483	chr6:79544779-79545483	Distal:Active
chr6	79614075	79615465	chr6:79614075-79615465	Distal:Active
chr6	79663441	79664262	chr6:79663441-79664262	Distal:Active
chr6	79671484	79672161	chr6:79671484-79672161	Distal:Active
chr6	81938254	81939015	chr6:81938254-81939015	Distal:Active
chr6	81969841	81970506	chr6:81969841-81970506	Distal:Active
chr6	82101131	82102093	chr6:82101131-82102093	Distal:Active
chr6	82247054	82248646	chr6:82247054-82248646	Proximal:Active
chr6	82363378	82364528	chr6:82363378-82364528	Distal:Active
chr6	82558380	82559147	chr6:82558380-82559147	Distal:Active
chr6	83031782	83032214	chr6:83031782-83032214	Distal:Repressive
chr6	83571703	83572031	chr6:83571703-83572031	Distal:Active
chr6	83803057	83803969	chr6:83803057-83803969	Distal:Active
chr6	83859245	83860336	chr6:83859245-83860336	Proximal:Active
chr6	83974336	83975153	chr6:83974336-83975153	Distal:Active
chr6	84050320	84050907	chr6:84050320-84050907	Distal:Active
chr6	84072476	84073047	chr6:84072476-84073047	Distal:Active
chr6	84074821	84075700	chr6:84074821-84075700	Distal:Active
chr6	84086624	84087600	chr6:84086624-84087600	Distal:Active
chr6	84227101	84228232	chr6:84227101-84228232	Proximal:Active
chr6	84269924	84270768	chr6:84269924-84270768	Distal:Active
chr6	84587292	84588253	chr6:84587292-84588253	Distal:Active
chr6	84667540	84668001	chr6:84667540-84668001	Distal:Active
chr6	84791122	84792552	chr6:84791122-84792552	Distal:Active
chr6	85482847	85483671	chr6:85482847-85483671	Distal:Active
chr6	85579597	85581346	chr6:85579597-85581346	Distal:Active
chr6	85642040	85644272	chr6:85642040-85644272	Proximal:Active
chr6	85678309	85679552	chr6:85678309-85679552	Proximal:Active
chr6	86599087	86599626	chr6:86599087-86599626	Distal:Repressive
chr6	86615296	86616269	chr6:86615296-86616269	Distal:Active
chr6	86683018	86684008	chr6:86683018-86684008	Distal:Active
chr6	87154887	87156484	chr6:87154887-87156484	Proximal:Active
chr6	87301196	87301676	chr6:87301196-87301676	Distal:Active
chr6	87322280	87323318	chr6:87322280-87323318	Proximal:Active
chr6	87364454	87365153	chr6:87364454-87365153	Distal:Active
chr6	87436313	87436848	chr6:87436313-87436848	Distal:Repressive
chr6	87472420	87473811	chr6:87472420-87473811	Proximal:Active
chr6	87711613	87712198	chr6:87711613-87712198	Distal:Repressive
chr6	87742073	87742595	chr6:87742073-87742595	Distal:Active
chr6	88371252	88371810	chr6:88371252-88371810	Distal:Active
chr6	88963179	88964089	chr6:88963179-88964089	Proximal:Active
chr6	89009559	89010222	chr6:89009559-89010222	Distal:Active
chr6	89035352	89036199	chr6:89035352-89036199	Distal:Active
chr6	89080380	89082147	chr6:89080380-89082147	Proximal:Active
chr6	89260439	89261914	chr6:89260439-89261914	Distal:Active
chr6	89494129	89494879	chr6:89494129-89494879	Distal:Active
chr6	89638077	89639142	chr6:89638077-89639142	Proximal:Active
chr6	89818695	89820822	chr6:89818695-89820822	Proximal:Active
chr6	89828955	89830335	chr6:89828955-89830335	Proximal:Active
chr6	89886129	89886980	chr6:89886129-89886980	Distal:Active
chr6	90044350	90045490	chr6:90044350-90045490	Distal:Active
chr6	90068258	90068802	chr6:90068258-90068802	Distal:Active
chr6	90295192	90297397	chr6:90295192-90297397	Proximal:Repressive
chr6	90368927	90370014	chr6:90368927-90370014	Distal:Active
chr6	90458175	90459557	chr6:90458175-90459557	Distal:Active
chr6	90479024	90479780	chr6:90479024-90479780	Distal:Active
chr6	90494076	90494322	chr6:90494076-90494322	Distal:Repressive
chr6	90586021	90587671	chr6:90586021-90587671	Proximal:Active
chr6	90885085	90885956	chr6:90885085-90885956	Distal:Active
chr6	95518625	95520186	chr6:95518625-95520186	Distal:Active
chr6	96521405	96522699	chr6:96521405-96522699	Proximal:Active
chr6	96637894	96638603	chr6:96637894-96638603	Distal:Active
chr6	96897061	96898391	chr6:96897061-96898391	Proximal:Active
chr6	97282579	97283636	chr6:97282579-97283636	Proximal:Active
chr6	98416666	98417004	chr6:98416666-98417004	Distal:Active
chr6	98703081	98703785	chr6:98703081-98703785	Distal:Active
chr6	99268528	99268922	chr6:99268528-99268922	Distal:Active
chr6	99393525	99394683	chr6:99393525-99394683	Proximal:Active
chr6	99424754	99426232	chr6:99424754-99426232	Proximal:Active
chr6	99514928	99516126	chr6:99514928-99516126	Proximal:Active
chr6	99520883	99521931	chr6:99520883-99521931	Distal:Active
chr6	99568102	99569022	chr6:99568102-99569022	Proximal:Active
chr6	100257798	100258427	chr6:100257798-100258427	Distal:Active
chr6	100354490	100355460	chr6:100354490-100355460	Distal:Active
chr6	100880689	100881948	chr6:100880689-100881948	Proximal:Active
chr6	100915953	100916369	chr6:100915953-100916369	Distal:Repressive
chr6	101393135	101394094	chr6:101393135-101394094	Distal:Active
chr6	104446191	104447427	chr6:104446191-104447427	Distal:Active
chr6	104489181	104490168	chr6:104489181-104490168	Distal:Active
chr6	104956792	104959131	chr6:104956792-104959131	Proximal:Active
chr6	105136312	105137319	chr6:105136312-105137319	Distal:Repressive
chr6	105209645	105210643	chr6:105209645-105210643	Distal:Active
chr6	105235137	105235726	chr6:105235137-105235726	Distal:Active
chr6	105746163	105746881	chr6:105746163-105746881	Distal:Active
chr6	105810248	105811753	chr6:105810248-105811753	Distal:Active
chr6	105896030	105897003	chr6:105896030-105897003	Distal:Repressive
chr6	105900285	105900700	chr6:105900285-105900700	Distal:Active
chr6	106097373	106099432	chr6:106097373-106099432	Distal:Active
chr6	106325169	106326108	chr6:106325169-106326108	Proximal:Active
chr6	106404671	106405666	chr6:106404671-106405666	Distal:Active
chr6	106488105	106489310	chr6:106488105-106489310	Distal:Active
chr6	106856108	106856678	chr6:106856108-106856678	Distal:Active
chr6	106858394	106859177	chr6:106858394-106859177	Distal:Active
chr6	106887877	106888842	chr6:106887877-106888842	Distal:Active
chr6	107275354	107276041	chr6:107275354-107276041	Distal:Active
chr6	107306063	107306414	chr6:107306063-107306414	Distal:Active
chr6	107458901	107460260	chr6:107458901-107460260	Proximal:Active
chr6	107716647	107717100	chr6:107716647-107717100	Distal:Active
chr6	107867243	107867560	chr6:107867243-107867560	Distal:Repressive
chr6	108260192	108261830	chr6:108260192-108261830	Proximal:Active
chr6	108294217	108295718	chr6:108294217-108295718	Proximal:Active
chr6	108360505	108361988	chr6:108360505-108361988	Distal:Active
chr6	108557694	108561169	chr6:108557694-108561169	Proximal:Active
chr6	108589105	108589872	chr6:108589105-108589872	Distal:Active
chr6	108737967	108738480	chr6:108737967-108738480	Distal:Active
chr6	108835180	108835661	chr6:108835180-108835661	Distal:Repressive
chr6	109094265	109095749	chr6:109094265-109095749	Proximal:Active
chr6	109236260	109237506	chr6:109236260-109237506	Distal:Active
chr6	109303663	109305046	chr6:109303663-109305046	Distal:Active
chr6	109381785	109383410	chr6:109381785-109383410	Proximal:Active
chr6	109424257	109425469	chr6:109424257-109425469	Distal:Active
chr6	109445721	109446350	chr6:109445721-109446350	Distal:Active
chr6	109678868	109679698	chr6:109678868-109679698	Distal:Active
chr6	110537291	110537626	chr6:110537291-110537626	Distal:Active
chr6	110688544	110690555	chr6:110688544-110690555	Distal:Repressive
chr6	110750856	110751326	chr6:110750856-110751326	Distal:Repressive
chr6	110874078	110876674	chr6:110874078-110876674	Proximal:Active
chr6	110896883	110898124	chr6:110896883-110898124	Distal:Active
chr6	110958140	110959155	chr6:110958140-110959155	Proximal:Active
chr6	110965817	110966367	chr6:110965817-110966367	Distal:Active
chr6	110981384	110982570	chr6:110981384-110982570	Proximal:Active
chr6	111087139	111088318	chr6:111087139-111088318	Distal:Active
chr6	111131118	111131428	chr6:111131118-111131428	Distal:Active
chr6	111258893	111260124	chr6:111258893-111260124	Proximal:Active
chr6	111265627	111266343	chr6:111265627-111266343	Distal:Active
chr6	111565891	111567238	chr6:111565891-111567238	Distal:Active
chr6	111605020	111606546	chr6:111605020-111606546	Proximal:Active
chr6	111615114	111615686	chr6:111615114-111615686	Distal:Repressive
chr6	111793524	111794182	chr6:111793524-111794182	Distal:Active
chr6	112042997	112044175	chr6:112042997-112044175	Distal:Active
chr6	112086834	112088014	chr6:112086834-112088014	Proximal:Active
chr6	112117471	112117834	chr6:112117471-112117834	Distal:Active
chr6	112346970	112347966	chr6:112346970-112347966	Proximal:Active
chr6	112626637	112627097	chr6:112626637-112627097	Distal:Active
chr6	112651175	112651659	chr6:112651175-112651659	Distal:Active
chr6	112688506	112689931	chr6:112688506-112689931	Distal:Active
chr6	112812961	112813728	chr6:112812961-112813728	Distal:Active
chr6	112879710	112880663	chr6:112879710-112880663	Distal:Active
chr6	112956464	112957766	chr6:112956464-112957766	Distal:Active
chr6	113530891	113531659	chr6:113530891-113531659	Distal:Active
chr6	115830885	115831537	chr6:115830885-115831537	Distal:Active
chr6	116253287	116254429	chr6:116253287-116254429	Proximal:Active
chr6	116491830	116493053	chr6:116491830-116493053	Distal:Active
chr6	116561346	116563221	chr6:116561346-116563221	Distal:Active
chr6	116570869	116571882	chr6:116570869-116571882	Proximal:Active
chr6	116631327	116631965	chr6:116631327-116631965	Distal:Active
chr6	116680376	116682298	chr6:116680376-116682298	Proximal:Active
chr6	117344450	117345473	chr6:117344450-117345473	Distal:Active
chr6	117536298	117536756	chr6:117536298-117536756	Distal:Active
chr6	117544692	117545381	chr6:117544692-117545381	Distal:Repressive
chr6	117594825	117595627	chr6:117594825-117595627	Distal:Active
chr6	117601568	117603107	chr6:117601568-117603107	Proximal:Active
chr6	117804377	117805048	chr6:117804377-117805048	Distal:Active
chr6	118315512	118316017	chr6:118315512-118316017	Distal:Active
chr6	118505797	118506675	chr6:118505797-118506675	Distal:Active
chr6	118650498	118652167	chr6:118650498-118652167	Distal:Active
chr6	118796327	118796917	chr6:118796327-118796917	Distal:Active
chr6	118893588	118895283	chr6:118893588-118895283	Proximal:Active
chr6	118934434	118935501	chr6:118934434-118935501	Proximal:Active
chr6	119110646	119111231	chr6:119110646-119111231	Distal:Active
chr6	119138949	119139515	chr6:119138949-119139515	Distal:Active
chr6	119256599	119257488	chr6:119256599-119257488	Distal:Active
chr6	119312619	119313373	chr6:119312619-119313373	Distal:Active
chr6	119436508	119436983	chr6:119436508-119436983	Distal:Active
chr6	119446211	119446484	chr6:119446211-119446484	Distal:Active
chr6	119566642	119567391	chr6:119566642-119567391	Distal:Active
chr6	120005394	120005921	chr6:120005394-120005921	Distal:Active
chr6	121333209	121335368	chr6:121333209-121335368	Proximal:Active
chr6	121685976	121687100	chr6:121685976-121687100	Distal:Active
chr6	122438911	122439460	chr6:122438911-122439460	Distal:Repressive
chr6	122471176	122472192	chr6:122471176-122472192	Proximal:Active
chr6	122481930	122482934	chr6:122481930-122482934	Distal:Active
chr6	122563441	122564231	chr6:122563441-122564231	Distal:Repressive
chr6	122609989	122611218	chr6:122609989-122611218	Distal:Repressive
chr6	123276377	123276973	chr6:123276377-123276973	Distal:Active
chr6	125004203	125004905	chr6:125004203-125004905	Distal:Active
chr6	125014055	125014859	chr6:125014055-125014859	Distal:Active
chr6	125082743	125083765	chr6:125082743-125083765	Distal:Active
chr6	125301411	125302598	chr6:125301411-125302598	Proximal:Active
chr6	125307033	125307692	chr6:125307033-125307692	Distal:Active
chr6	125598309	125598670	chr6:125598309-125598670	Distal:Active
chr6	125644240	125645309	chr6:125644240-125645309	Distal:Active
chr6	125748092	125749968	chr6:125748092-125749968	Distal:Repressive
chr6	125906358	125906696	chr6:125906358-125906696	Distal:Repressive
chr6	125923245	125923749	chr6:125923245-125923749	Distal:Active
chr6	125946223	125946735	chr6:125946223-125946735	Distal:Active
chr6	125956583	125957560	chr6:125956583-125957560	Proximal:Active
chr6	125986128	125987212	chr6:125986128-125987212	Proximal:Active
chr6	126064872	126065507	chr6:126064872-126065507	Distal:Active
chr6	126075279	126076095	chr6:126075279-126076095	Distal:Active
chr6	126111948	126113019	chr6:126111948-126113019	Distal:Active
chr6	126195696	126196236	chr6:126195696-126196236	Distal:Active
chr6	126339766	126340712	chr6:126339766-126340712	Proximal:Active
chr6	127342449	127343800	chr6:127342449-127343800	Proximal:Active
chr6	127397325	127398398	chr6:127397325-127398398	Distal:Active
chr6	129490421	129491380	chr6:129490421-129491380	Distal:Active
chr6	129659591	129660383	chr6:129659591-129660383	Distal:Active
chr6	129671559	129672362	chr6:129671559-129672362	Distal:Repressive
chr6	129683853	129685333	chr6:129683853-129685333	Distal:Active
chr6	129748326	129749157	chr6:129748326-129749157	Distal:Active
chr6	129852175	129853063	chr6:129852175-129853063	Distal:Active
chr6	130177917	130179030	chr6:130177917-130179030	Distal:Active
chr6	130365054	130366166	chr6:130365054-130366166	Distal:Active
chr6	130993263	130995486	chr6:130993263-130995486	Distal:Active
chr6	131062326	131063834	chr6:131062326-131063834	Proximal:Active
chr6	131627804	131628759	chr6:131627804-131628759	Proximal:Active
chr6	131830156	131830525	chr6:131830156-131830525	Distal:Repressive
chr6	132813573	132815053	chr6:132813573-132815053	Proximal:Active
chr6	132964142	132964664	chr6:132964142-132964664	Distal:Active
chr6	133041030	133041485	chr6:133041030-133041485	Distal:Active
chr6	133147352	133148101	chr6:133147352-133148101	Distal:Active
chr6	133568774	133569817	chr6:133568774-133569817	Distal:Active
chr6	133740027	133740855	chr6:133740027-133740855	Distal:Active
chr6	133951964	133953663	chr6:133951964-133953663	Proximal:Active
chr6	133957663	133958381	chr6:133957663-133958381	Distal:Active
chr6	134077163	134077591	chr6:134077163-134077591	Distal:Active
chr6	134174503	134175745	chr6:134174503-134175745	Proximal:Active
chr6	134195392	134195887	chr6:134195392-134195887	Distal:Active
chr6	134235706	134236509	chr6:134235706-134236509	Distal:Active
chr6	134295767	134296571	chr6:134295767-134296571	Distal:Active
chr6	134436070	134436767	chr6:134436070-134436767	Distal:Active
chr6	134482043	134482394	chr6:134482043-134482394	Distal:Active
chr6	134585315	134586206	chr6:134585315-134586206	Distal:Active
chr6	135054298	135055475	chr6:135054298-135055475	Proximal:Active
chr6	135088951	135089538	chr6:135088951-135089538	Distal:Active
chr6	135144798	135145204	chr6:135144798-135145204	Distal:Active
chr6	135147516	135148331	chr6:135147516-135148331	Distal:Active
chr6	135195556	135195783	chr6:135195556-135195783	Distal:Active
chr6	135321127	135321896	chr6:135321127-135321896	Distal:Active
chr6	135322911	135323679	chr6:135322911-135323679	Distal:Active
chr6	135497327	135498687	chr6:135497327-135498687	Proximal:Active
chr6	135523197	135523846	chr6:135523197-135523846	Distal:Active
chr6	135600034	135600926	chr6:135600034-135600926	Distal:Active
chr6	136236555	136237272	chr6:136236555-136237272	Distal:Active
chr6	136249582	136250970	chr6:136249582-136250970	Proximal:Active
chr6	136288887	136290583	chr6:136288887-136290583	Proximal:Active
chr6	136334106	136335284	chr6:136334106-136335284	Distal:Active
chr6	136402216	136403902	chr6:136402216-136403902	Distal:Active
chr6	136426335	136427541	chr6:136426335-136427541	Distal:Active
chr6	136608085	136608808	chr6:136608085-136608808	Distal:Repressive
chr6	136609554	136610570	chr6:136609554-136610570	Distal:Active
chr6	136737277	136738773	chr6:136737277-136738773	Distal:Active
chr6	136743054	136743745	chr6:136743054-136743745	Distal:Repressive
chr6	136754639	136755616	chr6:136754639-136755616	Distal:Active
chr6	136822085	136823445	chr6:136822085-136823445	Proximal:Active
chr6	136900498	136901767	chr6:136900498-136901767	Distal:Active
chr6	136967917	136968656	chr6:136967917-136968656	Distal:Active
chr6	137162806	137163821	chr6:137162806-137163821	Distal:Active
chr6	137218672	137219914	chr6:137218672-137219914	Proximal:Active
chr6	137416726	137417192	chr6:137416726-137417192	Distal:Active
chr6	137588525	137589891	chr6:137588525-137589891	Distal:Active
chr6	137811249	137811955	chr6:137811249-137811955	Distal:Active
chr6	137904211	137905560	chr6:137904211-137905560	Distal:Active
chr6	137919663	137920641	chr6:137919663-137920641	Distal:Active
chr6	137954295	137956057	chr6:137954295-137956057	Distal:Active
chr6	137968930	137969443	chr6:137968930-137969443	Distal:Active
chr6	137978166	137978792	chr6:137978166-137978792	Distal:Active
chr6	138107012	138108039	chr6:138107012-138108039	Distal:Active
chr6	138371784	138372169	chr6:138371784-138372169	Distal:Active
chr6	138403275	138405057	chr6:138403275-138405057	Proximal:Active
chr6	138468207	138468741	chr6:138468207-138468741	Distal:Repressive
chr6	138692186	138693710	chr6:138692186-138693710	Distal:Active
chr6	138772934	138774161	chr6:138772934-138774161	Proximal:Active
chr6	138824681	138825387	chr6:138824681-138825387	Distal:Active
chr6	139028643	139029807	chr6:139028643-139029807	Proximal:Active
chr6	139124974	139125393	chr6:139124974-139125393	Distal:Active
chr6	139134715	139136122	chr6:139134715-139136122	Proximal:Active
chr6	139338427	139339111	chr6:139338427-139339111	Distal:Active
chr6	139445312	139446585	chr6:139445312-139446585	Distal:Active
chr6	139474206	139475043	chr6:139474206-139475043	Distal:Active
chr6	139489467	139490790	chr6:139489467-139490790	Distal:Active
chr6	139496619	139497996	chr6:139496619-139497996	Distal:Active
chr6	139602244	139602991	chr6:139602244-139602991	Distal:Active
chr6	139637853	139639061	chr6:139637853-139639061	Distal:Repressive
chr6	139648052	139648970	chr6:139648052-139648970	Distal:Active
chr6	139656172	139656381	chr6:139656172-139656381	Distal:Repressive
chr6	139764434	139765069	chr6:139764434-139765069	Distal:Active
chr6	139777272	139777674	chr6:139777272-139777674	Distal:Active
chr6	139937318	139937992	chr6:139937318-139937992	Distal:Active
chr6	139962678	139963369	chr6:139962678-139963369	Distal:Active
chr6	140105593	140106287	chr6:140105593-140106287	Distal:Active
chr6	140147785	140148910	chr6:140147785-140148910	Distal:Active
chr6	140897315	140898771	chr6:140897315-140898771	Distal:Active
chr6	141916742	141917617	chr6:141916742-141917617	Distal:Active
chr6	142146852	142147698	chr6:142146852-142147698	Proximal:Active
chr6	142213329	142213800	chr6:142213329-142213800	Distal:Repressive
chr6	142242595	142243178	chr6:142242595-142243178	Distal:Active
chr6	142542813	142543404	chr6:142542813-142543404	Distal:Active
chr6	143060174	143061394	chr6:143060174-143061394	Proximal:Repressive
chr6	143200236	143201444	chr6:143200236-143201444	Distal:Active
chr6	143238168	143238508	chr6:143238168-143238508	Distal:Active
chr6	143510829	143512174	chr6:143510829-143512174	Proximal:Active
chr6	143893425	143893782	chr6:143893425-143893782	Distal:Repressive
chr6	143964220	143964967	chr6:143964220-143964967	Distal:Repressive
chr6	144094943	144096474	chr6:144094943-144096474	Proximal:Active
chr6	144433264	144434217	chr6:144433264-144434217	Distal:Repressive
chr6	144542155	144543662	chr6:144542155-144543662	Distal:Active
